Date,PG,^GSPC
2010-05-20,61.610001,1071.589966
2010-05-21,61.849998,1087.689941
2010-05-24,61.400002,1073.650024
2010-05-25,61.049999,1074.030029
2010-05-26,60.439999,1067.949951
2010-05-27,60.950001,1103.060059
2010-05-28,61.09,1089.410034
2010-06-01,61.16,1070.709961
2010-06-02,61.740002,1098.380005
2010-06-03,61.799999,1102.829956
2010-06-04,60.799999,1064.880005
2010-06-07,60.619999,1050.469971
2010-06-08,62.139999,1062.0
2010-06-09,61.470001,1055.689941
2010-06-10,61.91,1086.839966
2010-06-11,61.009998,1091.599976
2010-06-14,61.25,1089.630005
2010-06-15,61.91,1115.22998
2010-06-16,61.189999,1114.609985
2010-06-17,61.759998,1116.040039
2010-06-18,61.299999,1117.51001
2010-06-21,61.099998,1113.199951
2010-06-22,60.720001,1095.310059
2010-06-23,61.380001,1092.040039
2010-06-24,60.869999,1073.689941
2010-06-25,59.790001,1076.76001
2010-06-28,60.619999,1074.569946
2010-06-29,60.32,1041.23999
2010-06-30,59.98,1030.709961
2010-07-01,59.540001,1027.369995
2010-07-02,59.380001,1022.580017
2010-07-06,59.34,1028.060059
2010-07-07,60.82,1060.27002
2010-07-08,61.950001,1070.25
2010-07-09,61.75,1077.959961
2010-07-12,62.09,1078.75
2010-07-13,62.389999,1095.339966
2010-07-14,62.66,1095.170044
2010-07-15,62.73,1096.47998
2010-07-16,61.990002,1064.880005
2010-07-19,61.860001,1071.25
2010-07-20,62.07,1083.47998
2010-07-21,61.110001,1069.589966
2010-07-22,61.369999,1093.670044
2010-07-23,61.91,1102.660034
2010-07-26,62.52,1115.01001
2010-07-27,63.080002,1113.839966
2010-07-28,62.700001,1106.130005
2010-07-29,61.669998,1101.530029
2010-07-30,61.16,1101.599976
2010-08-02,62.060001,1125.859985
2010-08-03,59.939999,1120.459961
2010-08-04,59.549999,1127.23999
2010-08-05,59.860001,1125.810059
2010-08-06,60.02,1121.640015
2010-08-09,60.380001,1127.790039
2010-08-10,60.779999,1121.060059
2010-08-11,60.27,1089.469971
2010-08-12,59.990002,1083.609985
2010-08-13,59.82,1079.25
2010-08-16,59.77,1079.380005
2010-08-17,60.290001,1092.540039
2010-08-18,60.75,1094.160034
2010-08-19,60.189999,1075.630005
2010-08-20,59.98,1071.689941
2010-08-23,60.029999,1067.359985
2010-08-24,59.66,1051.869995
2010-08-25,59.669998,1055.329956
2010-08-26,59.540001,1047.219971
2010-08-27,59.799999,1064.589966
2010-08-30,59.369999,1048.920044
2010-08-31,59.669998,1049.329956
2010-09-01,59.799999,1080.290039
2010-09-02,60.07,1090.099976
2010-09-03,60.290001,1104.51001
2010-09-07,60.139999,1091.839966
2010-09-08,60.369999,1098.869995
2010-09-09,60.290001,1104.180054
2010-09-10,60.400002,1109.550049
2010-09-13,60.48,1121.900024
2010-09-14,60.639999,1121.099976
2010-09-15,61.110001,1125.069946
2010-09-16,61.110001,1124.660034
2010-09-17,60.970001,1125.589966
2010-09-20,61.43,1142.709961
2010-09-21,61.52,1139.780029
2010-09-22,61.790001,1134.280029
2010-09-23,61.220001,1124.829956
2010-09-24,61.639999,1148.670044
2010-09-27,61.040001,1142.160034
2010-09-28,60.619999,1147.699951
2010-09-29,60.25,1144.72998
2010-09-30,59.970001,1141.199951
2010-10-01,60.16,1146.23999
2010-10-04,59.959999,1137.030029
2010-10-05,60.82,1160.75
2010-10-06,60.869999,1159.969971
2010-10-07,60.799999,1158.060059
2010-10-08,61.860001,1165.150024
2010-10-11,62.139999,1165.319946
2010-10-12,62.02,1169.77002
2010-10-13,62.630001,1178.099976
2010-10-14,62.799999,1173.810059
2010-10-15,62.759998,1176.189941
2010-10-18,63.349998,1184.709961
2010-10-19,63.18,1165.900024
2010-10-20,63.369999,1178.170044
2010-10-21,63.509998,1180.26001
2010-10-22,63.400002,1183.079956
2010-10-25,63.540001,1185.619995
2010-10-26,62.860001,1185.640015
2010-10-27,63.080002,1182.449951
2010-10-28,63.189999,1183.780029
2010-10-29,63.57,1183.26001
2010-11-01,63.619999,1184.380005
2010-11-02,64.019997,1193.569946
2010-11-03,64.309998,1197.959961
2010-11-04,65.0,1221.060059
2010-11-05,65.0,1225.849976
2010-11-08,64.75,1223.25
2010-11-09,64.809998,1213.400024
2010-11-10,64.57,1218.709961
2010-11-11,64.360001,1213.540039
2010-11-12,64.330002,1199.209961
2010-11-15,64.290001,1197.75
2010-11-16,63.450001,1178.339966
2010-11-17,63.27,1178.589966
2010-11-18,64.019997,1196.689941
2010-11-19,64.050003,1199.72998
2010-11-22,63.560001,1197.839966
2010-11-23,62.610001,1180.72998
2010-11-24,62.599998,1198.349976
2010-11-26,62.130001,1189.400024
2010-11-29,62.130001,1187.76001
2010-11-30,61.07,1180.550049
2010-12-01,62.150002,1206.069946
2010-12-02,62.360001,1221.530029
2010-12-03,62.330002,1224.709961
2010-12-06,62.060001,1223.119995
2010-12-07,62.150002,1223.75
2010-12-08,62.630001,1228.280029
2010-12-09,62.869999,1233.0
2010-12-10,63.200001,1240.400024
2010-12-13,63.189999,1240.459961
2010-12-14,63.549999,1241.589966
2010-12-15,63.639999,1235.22998
2010-12-16,64.5,1242.869995
2010-12-17,64.809998,1243.910034
2010-12-20,64.970001,1247.079956
2010-12-21,64.870003,1254.599976
2010-12-22,64.949997,1258.839966
2010-12-23,65.239998,1256.77002
2010-12-27,64.669998,1257.540039
2010-12-28,64.760002,1258.51001
2010-12-29,64.400002,1259.780029
2010-12-30,64.279999,1257.880005
2010-12-31,64.330002,1257.640015
2011-01-03,64.769997,1271.869995
2011-01-04,64.949997,1270.199951
2011-01-05,64.800003,1276.560059
2011-01-06,64.690002,1273.849976
2011-01-07,64.5,1271.5
2011-01-10,64.360001,1269.75
2011-01-11,64.040001,1274.47998
2011-01-12,64.970001,1285.959961
2011-01-13,65.480003,1283.76001
2011-01-14,65.529999,1293.23999
2011-01-18,65.5,1295.02002
2011-01-19,65.349998,1281.920044
2011-01-20,65.800003,1280.26001
2011-01-21,65.910004,1283.349976
2011-01-24,66.580002,1290.839966
2011-01-25,66.699997,1291.180054
2011-01-26,66.110001,1296.630005
2011-01-27,64.18,1299.540039
2011-01-28,64.199997,1276.339966
2011-01-31,63.130001,1286.119995
2011-02-01,62.919998,1307.589966
2011-02-02,62.790001,1304.030029
2011-02-03,62.900002,1307.099976
2011-02-04,63.610001,1310.869995
2011-02-07,64.550003,1319.050049
2011-02-08,64.639999,1324.569946
2011-02-09,64.389999,1320.880005
2011-02-10,64.580002,1321.869995
2011-02-11,64.730003,1329.150024
2011-02-14,64.540001,1332.319946
2011-02-15,63.919998,1328.01001
2011-02-16,63.759998,1336.319946
2011-02-17,64.0,1340.430054
2011-02-18,64.300003,1343.01001
2011-02-22,64.07,1315.439941
2011-02-23,64.150002,1307.400024
2011-02-24,63.049999,1306.099976
2011-02-25,62.84,1319.880005
2011-02-28,63.049999,1327.219971
2011-03-01,62.740002,1306.329956
2011-03-02,62.41,1308.439941
2011-03-03,62.549999,1330.969971
2011-03-04,62.029999,1321.150024
2011-03-07,61.709999,1310.130005
2011-03-08,62.049999,1321.819946
2011-03-09,62.0,1320.02002
2011-03-10,61.490002,1295.109985
2011-03-11,61.490002,1304.280029
2011-03-14,61.349998,1296.390015
2011-03-15,60.66,1281.869995
2011-03-16,59.73,1256.880005
2011-03-17,60.43,1273.719971
2011-03-18,60.599998,1279.209961
2011-03-21,61.299999,1298.380005
2011-03-22,60.93,1293.77002
2011-03-23,60.91,1297.540039
2011-03-24,61.139999,1309.660034
2011-03-25,60.880001,1313.800049
2011-03-28,60.66,1310.189941
2011-03-29,61.279999,1319.439941
2011-03-30,61.970001,1328.26001
2011-03-31,61.599998,1325.829956
2011-04-01,62.080002,1332.410034
2011-04-04,62.259998,1332.869995
2011-04-05,61.669998,1332.630005
2011-04-06,61.759998,1335.540039
2011-04-07,62.130001,1333.51001
2011-04-08,61.900002,1328.170044
2011-04-11,62.189999,1324.459961
2011-04-12,62.889999,1314.160034
2011-04-13,62.990002,1314.410034
2011-04-14,63.299999,1314.52002
2011-04-15,64.18,1319.680054
2011-04-18,64.0,1305.140015
2011-04-19,63.860001,1312.619995
2011-04-20,63.720001,1330.359985
2011-04-21,63.27,1337.380005
2011-04-25,63.369999,1335.25
2011-04-26,63.830002,1347.23999
2011-04-27,64.019997,1355.660034
2011-04-28,64.5,1360.47998
2011-04-29,64.900002,1363.609985
2011-05-02,65.18,1361.219971
2011-05-03,65.709999,1356.619995
2011-05-04,66.470001,1347.319946
2011-05-05,65.879997,1335.099976
2011-05-06,65.269997,1340.199951
2011-05-09,65.139999,1346.290039
2011-05-10,65.730003,1357.160034
2011-05-11,65.919998,1342.079956
2011-05-12,66.839996,1348.650024
2011-05-13,66.860001,1337.77002
2011-05-16,66.940002,1329.469971
2011-05-17,67.419998,1328.97998
2011-05-18,67.379997,1340.680054
2011-05-19,67.459999,1343.599976
2011-05-20,67.360001,1333.27002
2011-05-23,67.050003,1317.369995
2011-05-24,67.010002,1316.280029
2011-05-25,66.379997,1320.469971
2011-05-26,66.190002,1325.689941
2011-05-27,66.199997,1331.099976
2011-05-31,67.0,1345.199951
2011-06-01,66.400002,1314.550049
2011-06-02,66.010002,1312.939941
2011-06-03,65.43,1300.160034
2011-06-06,65.5,1286.170044
2011-06-07,65.059998,1284.939941
2011-06-08,64.849998,1279.560059
2011-06-09,65.010002,1289.0
2011-06-10,64.699997,1270.97998
2011-06-13,64.769997,1271.829956
2011-06-14,64.760002,1287.869995
2011-06-15,63.759998,1265.420044
2011-06-16,64.260002,1267.640015
2011-06-17,64.690002,1271.5
2011-06-20,65.089996,1278.359985
2011-06-21,64.220001,1295.52002
2011-06-22,64.059998,1287.140015
2011-06-23,63.459999,1283.5
2011-06-24,62.59,1268.449951
2011-06-27,62.82,1280.099976
2011-06-28,62.720001,1296.670044
2011-06-29,62.549999,1307.410034
2011-06-30,63.57,1320.640015
2011-07-01,64.269997,1339.670044
2011-07-05,64.260002,1337.880005
2011-07-06,64.699997,1339.219971
2011-07-07,64.949997,1353.219971
2011-07-08,64.93,1343.800049
2011-07-11,64.720001,1319.48999
2011-07-12,64.529999,1313.640015
2011-07-13,64.639999,1317.719971
2011-07-14,64.599998,1308.869995
2011-07-15,64.830002,1316.140015
2011-07-18,64.550003,1305.439941
2011-07-19,64.610001,1326.72998
2011-07-20,64.199997,1325.839966
2011-07-21,64.489998,1343.800049
2011-07-22,64.25,1345.02002
2011-07-25,63.310001,1337.430054
2011-07-26,63.09,1331.939941
2011-07-27,62.200001,1304.890015
2011-07-28,61.919998,1300.670044
2011-07-29,61.490002,1292.280029
2011-08-01,61.43,1286.939941
2011-08-02,60.869999,1254.050049
2011-08-03,60.73,1260.339966
2011-08-04,59.580002,1200.069946
2011-08-05,60.59,1199.380005
2011-08-08,59.290001,1119.459961
2011-08-09,60.220001,1172.530029
2011-08-10,58.509998,1120.76001
2011-08-11,60.450001,1172.640015
2011-08-12,61.139999,1178.810059
2011-08-15,61.880001,1204.48999
2011-08-16,61.619999,1192.76001
2011-08-17,61.669998,1193.890015
2011-08-18,60.860001,1140.650024
2011-08-19,60.959999,1123.530029
2011-08-22,61.709999,1123.819946
2011-08-23,63.02,1162.349976
2011-08-24,63.310001,1177.599976
2011-08-25,62.529999,1159.27002
2011-08-26,62.57,1176.800049
2011-08-29,63.09,1210.079956
2011-08-30,63.5,1212.920044
2011-08-31,63.68,1218.890015
2011-09-01,63.259998,1204.420044
2011-09-02,62.549999,1173.969971
2011-09-06,62.380001,1165.23999
2011-09-07,62.720001,1198.619995
2011-09-08,62.91,1185.900024
2011-09-09,61.84,1154.22998
2011-09-12,61.830002,1162.27002
2011-09-13,61.939999,1172.869995
2011-09-14,62.34,1188.680054
2011-09-15,62.779999,1209.109985
2011-09-16,64.330002,1216.01001
2011-09-19,63.810001,1204.089966
2011-09-20,64.080002,1202.089966
2011-09-21,63.02,1166.76001
2011-09-22,61.169998,1129.560059
2011-09-23,61.25,1136.430054
2011-09-26,62.540001,1162.949951
2011-09-27,63.259998,1175.380005
2011-09-28,62.73,1151.060059
2011-09-29,63.700001,1160.400024
2011-09-30,63.18,1131.420044
2011-10-03,62.84,1099.22998
2011-10-04,63.369999,1123.949951
2011-10-05,63.34,1144.030029
2011-10-06,63.610001,1164.969971
2011-10-07,63.91,1155.459961
2011-10-10,64.800003,1194.890015
2011-10-11,64.57,1195.540039
2011-10-12,64.889999,1207.25
2011-10-13,64.650002,1203.660034
2011-10-14,64.889999,1224.579956
2011-10-17,64.260002,1200.859985
2011-10-18,64.919998,1225.380005
2011-10-19,64.75,1209.880005
2011-10-20,65.089996,1215.390015
2011-10-21,66.260002,1238.25
2011-10-24,65.370003,1254.189941
2011-10-25,64.510002,1229.050049
2011-10-26,64.949997,1242.0
2011-10-27,65.260002,1284.589966
2011-10-28,64.730003,1285.089966
2011-10-31,63.990002,1253.300049
2011-11-01,62.709999,1218.280029
2011-11-02,62.860001,1237.900024
2011-11-03,63.209999,1261.150024
2011-11-04,63.029999,1253.22998
2011-11-07,63.459999,1261.119995
2011-11-08,64.209999,1275.920044
2011-11-09,62.720001,1229.099976
2011-11-10,63.240002,1239.699951
2011-11-11,63.889999,1263.849976
2011-11-14,63.049999,1251.780029
2011-11-15,63.560001,1257.810059
2011-11-16,63.279999,1236.910034
2011-11-17,62.939999,1216.130005
2011-11-18,63.240002,1215.650024
2011-11-21,61.66,1192.97998
2011-11-22,61.689999,1188.040039
2011-11-23,61.060001,1161.790039
2011-11-25,61.0,1158.670044
2011-11-28,62.240002,1192.550049
2011-11-29,62.529999,1195.189941
2011-11-30,64.57,1246.959961
2011-12-01,64.080002,1244.579956
2011-12-02,64.660004,1244.280029
2011-12-05,64.839996,1257.079956
2011-12-06,64.839996,1258.469971
2011-12-07,65.230003,1261.01001
2011-12-08,64.470001,1234.349976
2011-12-09,64.970001,1255.189941
2011-12-12,64.309998,1236.469971
2011-12-13,64.730003,1225.72998
2011-12-14,64.449997,1211.819946
2011-12-15,64.989998,1215.75
2011-12-16,65.139999,1219.660034
2011-12-19,64.949997,1205.349976
2011-12-20,65.790001,1241.300049
2011-12-21,66.0,1243.719971
2011-12-22,66.190002,1254.0
2011-12-23,66.669998,1265.329956
2011-12-27,66.790001,1265.430054
2011-12-28,66.540001,1249.640015
2011-12-29,66.970001,1263.02002
2011-12-30,66.709999,1257.599976
2012-01-03,66.830002,1277.060059
2012-01-04,66.800003,1277.300049
2012-01-05,66.519997,1281.060059
2012-01-06,66.360001,1277.810059
2012-01-09,66.639999,1280.699951
2012-01-10,66.330002,1292.079956
2012-01-11,65.68,1292.47998
2012-01-12,65.809998,1295.5
2012-01-13,65.809998,1289.089966
2012-01-17,66.260002,1293.670044
2012-01-18,66.029999,1308.040039
2012-01-19,66.080002,1314.5
2012-01-20,66.230003,1315.380005
2012-01-23,65.0,1316.0
2012-01-24,64.5,1314.650024
2012-01-25,64.980003,1326.060059
2012-01-26,64.800003,1318.430054
2012-01-27,64.300003,1316.329956
2012-01-30,63.209999,1313.01001
2012-01-31,63.040001,1312.410034
2012-02-01,63.209999,1324.089966
2012-02-02,63.32,1325.540039
2012-02-03,62.77,1344.900024
2012-02-06,63.509998,1344.329956
2012-02-07,63.700001,1347.050049
2012-02-08,63.639999,1349.959961
2012-02-09,64.040001,1351.949951
2012-02-10,63.880001,1342.640015
2012-02-13,64.230003,1351.77002
2012-02-14,64.480003,1350.5
2012-02-15,64.550003,1343.22998
2012-02-16,65.199997,1358.040039
2012-02-17,64.910004,1361.22998
2012-02-21,64.419998,1362.209961
2012-02-22,64.440002,1357.660034
2012-02-23,66.419998,1363.459961
2012-02-24,66.709999,1365.73999
2012-02-27,66.699997,1367.589966
2012-02-28,67.389999,1372.180054
2012-02-29,67.620003,1365.680054
2012-03-01,66.660004,1374.089966
2012-03-02,66.669998,1369.630005
2012-03-05,66.949997,1364.329956
2012-03-06,66.839996,1343.359985
2012-03-07,66.580002,1352.630005
2012-03-08,66.900002,1365.910034
2012-03-09,66.93,1370.869995
2012-03-12,67.709999,1371.089966
2012-03-13,67.900002,1395.949951
2012-03-14,67.849998,1394.280029
2012-03-15,67.68,1402.599976
2012-03-16,67.25,1404.170044
2012-03-19,67.209999,1409.75
2012-03-20,67.209999,1405.52002
2012-03-21,67.199997,1402.890015
2012-03-22,67.519997,1392.780029
2012-03-23,67.43,1397.109985
2012-03-26,67.459999,1416.51001
2012-03-27,67.150002,1412.52002
2012-03-28,67.190002,1405.540039
2012-03-29,67.010002,1403.280029
2012-03-30,67.209999,1408.469971
2012-04-02,67.559998,1419.040039
2012-04-03,67.089996,1413.380005
2012-04-04,67.260002,1398.959961
2012-04-05,67.309998,1398.079956
2012-04-09,66.809998,1382.199951
2012-04-10,66.349998,1358.589966
2012-04-11,66.440002,1368.709961
2012-04-12,66.089996,1387.569946
2012-04-13,65.809998,1370.26001
2012-04-16,66.779999,1369.569946
2012-04-17,67.019997,1390.780029
2012-04-18,66.75,1385.140015
2012-04-19,66.57,1376.920044
2012-04-20,67.510002,1378.530029
2012-04-23,66.650002,1366.939941
2012-04-24,67.0,1371.969971
2012-04-25,66.889999,1390.689941
2012-04-26,66.870003,1399.97998
2012-04-27,64.440002,1403.359985
2012-04-30,63.639999,1397.910034
2012-05-01,63.57,1405.819946
2012-05-02,63.98,1402.310059
2012-05-03,64.510002,1391.569946
2012-05-04,64.279999,1369.099976
2012-05-07,64.25,1369.579956
2012-05-08,64.160004,1363.719971
2012-05-09,63.669998,1354.579956
2012-05-10,64.139999,1357.98999
2012-05-11,63.68,1353.390015
2012-05-14,63.580002,1338.349976
2012-05-15,63.720001,1330.660034
2012-05-16,64.290001,1324.800049
2012-05-17,63.959999,1304.859985
2012-05-18,63.52,1295.219971
2012-05-21,63.389999,1315.98999
2012-05-22,63.150002,1316.630005
2012-05-23,62.389999,1318.859985
2012-05-24,62.57,1320.680054
2012-05-25,62.490002,1317.819946
2012-05-29,62.950001,1332.420044
2012-05-30,62.32,1313.319946
2012-05-31,62.290001,1310.329956
2012-06-01,61.549999,1278.040039
2012-06-04,61.400002,1278.180054
2012-06-05,61.169998,1285.5
2012-06-06,61.799999,1315.130005
2012-06-07,62.759998,1314.98999
2012-06-08,62.75,1325.660034
2012-06-11,62.540001,1308.930054
2012-06-12,62.759998,1324.180054
2012-06-13,62.57,1314.880005
2012-06-14,63.18,1329.099976
2012-06-15,62.880001,1342.839966
2012-06-18,62.290001,1344.780029
2012-06-19,62.209999,1357.97998
2012-06-20,60.389999,1355.689941
2012-06-21,59.75,1325.51001
2012-06-22,59.830002,1335.02002
2012-06-25,59.310001,1313.719971
2012-06-26,59.27,1319.98999
2012-06-27,59.98,1331.849976
2012-06-28,60.290001,1329.040039
2012-06-29,61.25,1362.160034
2012-07-02,61.189999,1365.51001
2012-07-03,61.360001,1374.02002
2012-07-05,61.349998,1367.579956
2012-07-06,61.279999,1354.680054
2012-07-09,61.549999,1352.459961
2012-07-10,61.73,1341.469971
2012-07-11,61.400002,1341.449951
2012-07-12,63.700001,1334.76001
2012-07-13,65.089996,1356.780029
2012-07-16,64.809998,1353.640015
2012-07-17,65.349998,1363.670044
2012-07-18,64.82,1372.780029
2012-07-19,64.919998,1376.51001
2012-07-20,64.730003,1362.660034
2012-07-23,64.389999,1350.52002
2012-07-24,64.019997,1338.310059
2012-07-25,64.019997,1337.890015
2012-07-26,64.559998,1360.02002
2012-07-27,65.089996,1385.969971
2012-07-30,65.099998,1385.300049
2012-07-31,64.540001,1379.319946
2012-08-01,64.010002,1375.319946
2012-08-02,63.509998,1365.0
2012-08-03,65.5,1390.98999
2012-08-06,65.809998,1394.22998
2012-08-07,66.220001,1401.349976
2012-08-08,66.720001,1402.219971
2012-08-09,66.730003,1402.800049
2012-08-10,66.769997,1405.869995
2012-08-13,66.480003,1404.109985
2012-08-14,66.730003,1403.930054
2012-08-15,66.639999,1405.530029
2012-08-16,67.0,1415.51001
2012-08-17,67.0,1418.160034
2012-08-20,66.75,1418.130005
2012-08-21,66.769997,1413.170044
2012-08-22,66.849998,1413.48999
2012-08-23,66.68,1402.079956
2012-08-24,67.019997,1411.130005
2012-08-27,67.110001,1410.439941
2012-08-28,66.989998,1409.300049
2012-08-29,66.870003,1410.48999
2012-08-30,66.879997,1399.47998
2012-08-31,67.190002,1406.579956
2012-09-04,67.400002,1404.939941
2012-09-05,67.290001,1403.439941
2012-09-06,68.239998,1432.119995
2012-09-07,68.519997,1437.920044
2012-09-10,68.510002,1429.079956
2012-09-11,68.260002,1433.560059
2012-09-12,68.099998,1436.560059
2012-09-13,68.910004,1459.98999
2012-09-14,69.160004,1465.77002
2012-09-17,69.25,1461.189941
2012-09-18,69.220001,1459.319946
2012-09-19,69.260002,1461.050049
2012-09-20,69.559998,1460.26001
2012-09-21,69.419998,1460.150024
2012-09-24,69.760002,1456.890015
2012-09-25,69.589996,1441.589966
2012-09-26,69.300003,1433.319946
2012-09-27,69.300003,1447.150024
2012-09-28,69.360001,1440.670044
2012-10-01,69.449997,1444.48999
2012-10-02,68.790001,1445.75
2012-10-03,69.169998,1450.98999
2012-10-04,69.379997,1461.400024
2012-10-05,69.629997,1460.930054
2012-10-08,69.099998,1455.880005
2012-10-09,68.699997,1441.47998
2012-10-10,68.139999,1432.560059
2012-10-11,68.0,1432.839966
2012-10-12,67.940002,1428.589966
2012-10-15,68.709999,1440.130005
2012-10-16,69.0,1454.920044
2012-10-17,69.470001,1460.910034
2012-10-18,69.470001,1457.339966
2012-10-19,68.57,1433.189941
2012-10-22,68.5,1433.819946
2012-10-23,67.440002,1413.109985
2012-10-24,68.080002,1408.75
2012-10-25,70.07,1412.969971
2012-10-26,69.440002,1411.939941
2012-10-31,69.239998,1412.160034
2012-11-01,69.25,1427.589966
2012-11-02,69.190002,1414.199951
2012-11-05,68.669998,1417.26001
2012-11-06,68.93,1428.390015
2012-11-07,68.059998,1394.530029
2012-11-08,66.910004,1377.51001
2012-11-09,67.010002,1379.849976
2012-11-12,67.080002,1380.030029
2012-11-13,66.849998,1374.530029
2012-11-14,66.529999,1355.48999
2012-11-15,66.32,1353.329956
2012-11-16,66.82,1359.880005
2012-11-19,67.919998,1386.890015
2012-11-20,68.300003,1387.810059
2012-11-21,68.470001,1391.030029
2012-11-23,69.589996,1409.150024
2012-11-26,69.480003,1406.290039
2012-11-27,68.989998,1398.939941
2012-11-28,69.440002,1409.930054
2012-11-29,69.5,1415.949951
2012-11-30,69.830002,1416.180054
2012-12-03,69.580002,1409.459961
2012-12-04,69.309998,1407.050049
2012-12-05,69.410004,1409.280029
2012-12-06,69.949997,1413.939941
2012-12-07,70.290001,1418.069946
2012-12-10,70.220001,1418.550049
2012-12-11,70.660004,1427.839966
2012-12-12,70.760002,1428.47998
2012-12-13,70.129997,1419.449951
2012-12-14,69.93,1413.579956
2012-12-17,69.93,1430.359985
2012-12-18,69.970001,1446.790039
2012-12-19,69.339996,1435.810059
2012-12-20,69.82,1443.689941
2012-12-21,68.720001,1430.150024
2012-12-24,68.519997,1426.660034
2012-12-26,68.0,1419.829956
2012-12-27,67.970001,1418.099976
2012-12-28,67.150002,1402.430054
2012-12-31,67.889999,1426.189941
2013-01-02,69.389999,1462.420044
2013-01-03,68.949997,1459.369995
2013-01-04,69.089996,1466.469971
2013-01-07,68.620003,1461.890015
2013-01-08,68.510002,1457.150024
2013-01-09,68.879997,1461.02002
2013-01-10,69.269997,1472.119995
2013-01-11,69.220001,1472.050049
2013-01-14,69.629997,1470.680054
2013-01-15,69.879997,1472.339966
2013-01-16,69.339996,1472.630005
2013-01-17,69.669998,1480.939941
2013-01-18,69.940002,1485.97998
2013-01-22,69.949997,1492.560059
2013-01-23,70.690002,1494.810059
2013-01-24,70.419998,1494.819946
2013-01-25,73.25,1502.959961
2013-01-28,73.769997,1500.180054
2013-01-29,75.0,1507.839966
2013-01-30,75.080002,1501.959961
2013-01-31,75.160004,1498.109985
2013-02-01,75.919998,1513.170044
2013-02-04,75.25,1495.709961
2013-02-05,75.699997,1511.290039
2013-02-06,76.150002,1512.119995
2013-02-07,76.150002,1509.390015
2013-02-08,75.75,1517.930054
2013-02-11,75.809998,1517.01001
2013-02-12,75.980003,1519.430054
2013-02-13,76.559998,1520.329956
2013-02-14,76.779999,1521.380005
2013-02-15,76.540001,1519.790039
2013-02-19,77.379997,1530.939941
