Date,Open,High,Low,Close,Adj Close,Volume
1995-02-10,16.343750,16.406250,16.156250,65.375000,16.343750,2445600
1995-02-13,16.312500,16.468750,16.312500,65.875000,16.468750,1726400
1995-02-14,16.437500,16.437500,16.218750,65.250000,16.312500,2022000
1995-02-15,16.250000,16.500000,16.218750,65.250000,16.312500,3767600
1995-02-16,16.281250,16.375000,16.250000,65.375000,16.343750,2384400
1995-02-17,16.281250,16.500000,16.218750,65.750000,16.437500,7177200
1995-02-21,16.468750,16.687500,16.406250,66.250000,16.562500,3086000
1995-02-22,16.562500,16.687500,16.437500,65.750000,16.437500,2640800
1995-02-23,16.656250,16.750000,16.562500,66.500000,16.625000,3405200
1995-02-24,16.562500,16.687500,16.531250,66.750000,16.687500,2863200
1995-02-27,16.656250,16.687500,16.406250,66.375000,16.593750,3025200
1995-02-28,16.500000,16.625000,16.500000,66.500000,16.625000,2268400
1995-03-01,16.531250,16.593750,16.312500,65.625000,16.406250,2780400
1995-03-02,16.406250,16.531250,16.343750,66.125000,16.531250,2977200
1995-03-03,16.437500,16.625000,16.406250,66.125000,16.531250,2320400
1995-03-06,16.437500,16.687500,16.343750,66.500000,16.625000,2283600
1995-03-07,16.562500,16.625000,16.250000,65.375000,16.343750,2642800
1995-03-08,16.406250,16.437500,16.218750,65.250000,16.312500,2467600
1995-03-09,16.312500,16.531250,16.218750,66.000000,16.500000,2942400
1995-03-10,16.593750,16.843750,16.562500,67.250000,16.812500,4039600
1995-03-13,16.812500,16.937500,16.781250,67.250000,16.812500,2607200
1995-03-14,16.937500,17.250000,16.812500,68.625000,17.156250,4282000
1995-03-15,17.093750,17.250000,17.093750,68.875000,17.218750,4200400
1995-03-16,17.187500,17.281250,17.125000,68.500000,17.125000,3931200
1995-03-17,17.187500,17.375000,17.125000,69.375000,17.343750,8228000
1995-03-20,17.312500,17.406250,17.312500,69.500000,17.375000,2987200
1995-03-21,17.375000,17.593750,17.312500,69.375000,17.343750,3865600
1995-03-22,17.343750,17.375000,17.187500,69.375000,17.343750,3285200
1995-03-23,17.312500,17.437500,17.187500,69.000000,17.250000,4803200
1995-03-24,17.281250,17.531250,17.218750,70.000000,17.500000,2840400
1995-03-27,17.531250,17.562500,17.250000,69.000000,17.250000,2318400
1995-03-28,17.281250,17.343750,17.031250,68.625000,17.156250,1994400
1995-03-29,17.156250,17.281250,16.812500,67.500000,16.875000,4256000
1995-03-30,16.906250,17.000000,16.781250,67.125000,16.781250,3105600
1995-03-31,16.593750,16.687500,16.531250,66.250000,16.562500,3974000
1995-04-03,16.625000,16.656250,16.468750,66.000000,16.500000,2288800
1995-04-04,16.593750,17.093750,16.593750,67.625000,16.906250,4106000
1995-04-05,16.906250,16.937500,16.750000,67.750000,16.937500,2534000
1995-04-06,17.062500,17.187500,17.031250,68.625000,17.156250,2583200
1995-04-07,17.187500,17.187500,17.000000,68.750000,17.187500,2429600
1995-04-10,17.093750,17.187500,17.093750,68.750000,17.187500,2009200
1995-04-11,17.218750,17.312500,16.812500,67.375000,16.843750,3567200
1995-04-12,16.843750,17.031250,16.843750,67.875000,16.968750,2410400
1995-04-13,17.062500,17.125000,17.000000,68.000000,17.000000,2250800
1995-04-17,17.031250,17.093750,16.625000,66.625000,16.656250,2281600
1995-04-18,16.937500,17.062500,16.843750,67.875000,16.968750,3346800
1995-04-19,16.937500,17.031250,16.843750,67.875000,16.968750,1908400
1995-04-20,16.937500,17.218750,16.906250,68.625000,17.156250,2362000
1995-04-21,17.281250,17.343750,17.218750,69.125000,17.281250,4464000
1995-04-24,17.156250,17.593750,17.156250,70.000000,17.500000,3798400
1995-04-25,17.343750,17.406250,16.968750,68.000000,17.000000,4626800
1995-04-26,17.062500,17.218750,16.906250,68.500000,17.125000,2130000
1995-04-27,17.093750,17.281250,16.843750,68.250000,17.062500,3040000
1995-04-28,17.187500,17.531250,17.125000,69.875000,17.468750,4268000
1995-05-01,17.500000,17.500000,17.281250,69.375000,17.343750,2811600
1995-05-02,17.312500,17.468750,17.250000,69.875000,17.468750,2176800
1995-05-03,17.468750,17.750000,17.468750,71.000000,17.750000,3689200
1995-05-04,17.812500,18.000000,17.656250,71.125000,17.781250,4086400
1995-05-05,17.843750,17.843750,17.562500,70.375000,17.593750,3028000
1995-05-08,17.593750,18.062500,17.500000,71.625000,17.906250,2916800
1995-05-09,17.937500,18.000000,17.781250,71.250000,17.812500,2496400
1995-05-10,17.843750,17.875000,17.625000,71.000000,17.750000,3162800
1995-05-11,17.656250,17.718750,17.593750,70.750000,17.687500,2686000
1995-05-12,17.656250,17.687500,17.312500,69.375000,17.343750,3832000
1995-05-15,17.250000,17.343750,17.218750,69.375000,17.343750,2946400
1995-05-16,17.250000,17.312500,17.156250,69.125000,17.281250,2882000
1995-05-17,17.281250,17.281250,17.093750,69.000000,17.250000,2189600
1995-05-18,17.281250,17.281250,16.906250,68.000000,17.000000,3163200
1995-05-19,16.906250,17.156250,16.875000,68.000000,17.000000,5541200
1995-05-22,17.062500,17.218750,17.031250,68.750000,17.187500,2438800
1995-05-23,17.281250,17.312500,17.093750,69.125000,17.281250,3414800
1995-05-24,17.343750,17.406250,17.093750,69.000000,17.250000,4208800
1995-05-25,17.218750,17.562500,17.187500,70.250000,17.562500,4804000
1995-05-26,17.562500,17.656250,17.281250,69.625000,17.406250,3049600
1995-05-30,17.375000,17.468750,17.343750,69.625000,17.406250,1936000
1995-05-31,17.437500,17.968750,17.312500,71.875000,17.968750,3999600
1995-06-01,17.937500,17.968750,17.593750,71.000000,17.750000,3295200
1995-06-02,17.750000,17.875000,17.500000,70.250000,17.562500,2837600
1995-06-05,17.687500,17.781250,17.500000,70.125000,17.531250,3142800
1995-06-06,17.500000,17.718750,17.468750,70.750000,17.687500,3065600
1995-06-07,17.656250,17.687500,17.562500,70.625000,17.656250,2436000
1995-06-08,17.687500,17.750000,17.593750,70.750000,17.687500,2453200
1995-06-09,17.656250,17.750000,17.375000,70.250000,17.562500,2786000
1995-06-12,17.625000,17.812500,17.500000,71.000000,17.750000,2534000
1995-06-13,17.875000,17.906250,17.750000,71.500000,17.875000,2274800
1995-06-14,17.843750,17.968750,17.781250,71.875000,17.968750,1637200
1995-06-15,17.906250,18.156250,17.906250,72.500000,18.125000,4455200
1995-06-16,18.218750,18.343750,18.187500,73.125000,18.281250,6539600
1995-06-19,18.343750,18.500000,18.281250,74.000000,18.500000,1887600
1995-06-20,18.406250,18.500000,18.281250,73.250000,18.312500,2382400
1995-06-21,18.406250,18.468750,18.343750,73.625000,18.406250,2638400
1995-06-22,18.468750,18.562500,18.187500,73.250000,18.312500,4788800
1995-06-23,18.000000,18.062500,17.781250,71.250000,17.812500,6120800
1995-06-26,17.875000,17.937500,17.843750,71.750000,17.937500,3681200
1995-06-27,17.968750,18.250000,17.968750,72.375000,18.093750,4230000
1995-06-28,18.218750,18.281250,17.937500,72.625000,18.156250,2849600
1995-06-29,18.187500,18.187500,17.937500,72.250000,18.062500,2142800
1995-06-30,18.156250,18.156250,17.812500,71.875000,17.968750,2324400
1995-07-03,17.906250,18.062500,17.906250,72.125000,18.031250,1100400
1995-07-05,18.000000,18.031250,17.750000,71.375000,17.843750,3072000
1995-07-06,17.968750,17.968750,17.437500,70.000000,17.500000,4986400
1995-07-07,17.312500,17.437500,17.093750,69.000000,17.250000,8676400
1995-07-10,17.312500,17.406250,17.187500,69.125000,17.281250,5730800
1995-07-11,17.250000,17.468750,17.156250,69.875000,17.468750,4155200
1995-07-12,17.468750,17.593750,17.312500,70.000000,17.500000,4164800
1995-07-13,17.500000,17.531250,17.312500,69.625000,17.406250,2680800
1995-07-14,17.250000,17.375000,17.093750,69.500000,17.375000,3795600
1995-07-17,17.375000,17.375000,17.187500,69.500000,17.375000,3376000
1995-07-18,17.406250,17.406250,17.218750,69.500000,17.375000,3744000
1995-07-19,17.250000,17.375000,16.906250,68.750000,17.187500,5347600
1995-07-20,17.156250,17.187500,16.656250,67.000000,16.750000,9154400
1995-07-21,16.750000,16.843750,16.687500,66.875000,16.718750,4780800
1995-07-24,16.750000,16.937500,16.718750,67.250000,16.812500,4154000
1995-07-25,16.812500,17.062500,16.656250,68.000000,17.000000,3617200
1995-07-26,17.187500,17.500000,17.156250,69.750000,17.437500,4818000
1995-07-27,17.500000,17.656250,17.437500,70.125000,17.531250,3210000
1995-07-28,17.562500,17.562500,17.375000,69.750000,17.437500,2703600
1995-07-31,17.343750,17.343750,17.125000,68.875000,17.218750,4114400
1995-08-01,17.218750,17.218750,17.000000,68.750000,17.187500,3482400
1995-08-02,17.250000,17.437500,17.250000,69.500000,17.375000,5230800
1995-08-03,17.187500,17.218750,17.062500,68.375000,17.093750,4641600
1995-08-04,17.093750,17.406250,17.031250,69.625000,17.406250,2792400
1995-08-07,17.500000,17.531250,17.312500,69.375000,17.343750,2850800
1995-08-08,17.343750,17.375000,17.125000,69.000000,17.250000,3204000
1995-08-09,17.250000,17.250000,17.062500,68.375000,17.093750,2721200
1995-08-10,17.250000,17.312500,17.125000,68.625000,17.156250,4350800
1995-08-11,17.250000,17.312500,17.062500,68.750000,17.187500,4822800
1995-08-14,17.187500,17.312500,17.062500,68.875000,17.218750,3018800
1995-08-15,17.156250,17.281250,17.031250,68.375000,17.093750,3829600
1995-08-16,17.031250,17.062500,16.531250,67.250000,16.812500,8761200
1995-08-17,16.812500,16.906250,16.656250,67.000000,16.750000,4016000
1995-08-18,16.781250,16.875000,16.718750,67.125000,16.781250,4658800
1995-08-21,16.812500,16.937500,16.750000,67.000000,16.750000,4284000
1995-08-22,16.750000,16.843750,16.687500,67.250000,16.812500,4024000
1995-08-23,16.875000,17.000000,16.781250,67.625000,16.906250,3186000
1995-08-24,16.937500,17.187500,16.906250,68.250000,17.062500,2450000
1995-08-25,17.093750,17.218750,17.062500,68.875000,17.218750,2939200
1995-08-28,17.312500,17.312500,17.218750,69.250000,17.312500,2192800
1995-08-29,17.343750,17.468750,17.312500,69.500000,17.375000,2485200
1995-08-30,17.468750,17.468750,17.343750,69.500000,17.375000,2230800
1995-08-31,17.218750,17.406250,17.218750,69.375000,17.343750,2436400
1995-09-01,17.343750,17.406250,17.187500,69.375000,17.343750,2609200
1995-09-05,17.437500,17.468750,17.312500,69.625000,17.406250,1785200
1995-09-06,17.406250,17.531250,17.281250,69.625000,17.406250,3615600
1995-09-07,17.343750,17.406250,17.187500,69.375000,17.343750,3895200
1995-09-08,17.437500,17.437500,17.281250,69.625000,17.406250,2558800
1995-09-11,17.468750,17.812500,17.437500,71.125000,17.781250,5188000
1995-09-12,17.812500,17.906250,17.718750,71.625000,17.906250,3132800
1995-09-13,17.875000,18.343750,17.875000,73.250000,18.312500,4872000
1995-09-14,18.375000,18.750000,18.375000,74.625000,18.656250,9948400
1995-09-15,18.718750,18.875000,18.656250,75.125000,18.781250,9316400
1995-09-18,18.750000,18.843750,18.562500,74.843697,18.710924,4049600
1995-09-19,18.718750,18.937500,18.656250,75.500000,18.875000,3551600
1995-09-20,18.750000,18.843750,18.531250,75.250000,18.812500,4461200
1995-09-21,18.875000,19.187500,18.843750,75.750000,18.937500,4153200
1995-09-22,18.750000,19.187500,18.750000,76.625000,19.156250,3289200
1995-09-25,19.125000,19.468750,19.062500,77.625000,19.406250,4010800
1995-09-26,19.500000,19.625000,19.468750,78.125000,19.531250,5118000
1995-09-27,19.375000,19.500000,19.218750,77.625000,19.406250,3872800
1995-09-28,19.343750,19.343750,18.968750,77.000000,19.250000,3481600
1995-09-29,19.187500,19.281250,19.093750,77.000000,19.250000,2944000
1995-10-02,19.187500,19.406250,19.125000,77.250000,19.312500,2216400
1995-10-03,19.375000,19.562500,19.343750,78.250000,19.562500,3714000
1995-10-04,19.500000,19.750000,19.500000,79.000000,19.750000,3722000
1995-10-05,19.656250,19.843750,19.625000,79.000000,19.750000,3616800
1995-10-06,19.656250,20.125000,19.593750,80.125000,20.031250,3584800
1995-10-09,20.000000,20.406250,20.000000,81.125000,20.281250,4536800
1995-10-10,20.062500,20.406250,19.968750,80.500000,20.125000,5389600
1995-10-11,20.125000,20.156250,19.906250,80.000000,20.000000,3128000
1995-10-12,20.031250,20.281250,19.968750,80.625000,20.156250,3282800
1995-10-13,20.250000,20.312500,19.968750,80.250000,20.062500,2774000
1995-10-16,19.968750,20.000000,19.625000,79.375000,19.843750,2692000
1995-10-17,19.968750,20.000000,19.875000,80.000000,20.000000,2820800
1995-10-18,20.000000,20.093750,19.875000,79.875000,19.968750,3435600
1995-10-19,20.093750,20.531250,20.031250,81.250000,20.312500,4070000
1995-10-20,20.375000,20.531250,20.187500,81.000000,20.250000,4198000
1995-10-23,20.218750,20.343750,20.125000,80.875000,20.218750,3332400
1995-10-24,20.625000,20.968750,20.375000,83.750000,20.937500,3609600
1995-10-25,20.937500,20.937500,20.656250,82.625000,20.656250,5589200
1995-10-26,20.625000,20.687500,20.093750,81.875000,20.468750,5555200
1995-10-27,20.375000,20.468750,20.062500,81.500000,20.375000,3678800
1995-10-30,20.375000,20.468750,20.250000,81.250000,20.312500,1767600
1995-10-31,20.187500,20.718750,20.156250,81.000000,20.250000,4793600
1995-11-01,20.250000,20.593750,20.187500,82.375000,20.593750,1598800
1995-11-02,20.687500,20.875000,20.593750,83.375000,20.843750,2418400
1995-11-03,20.906250,21.031250,20.750000,83.250000,20.812500,2385200
1995-11-06,20.781250,20.812500,20.468750,82.000000,20.500000,2339600
1995-11-07,20.500000,20.593750,20.187500,81.000000,20.250000,3226400
1995-11-08,20.312500,20.750000,20.218750,82.500000,20.625000,4068400
1995-11-09,20.718750,20.937500,20.625000,83.375000,20.843750,2946800
1995-11-10,20.718750,20.843750,20.656250,83.000000,20.750000,1444000
1995-11-13,20.687500,21.156250,20.593750,84.375000,21.093750,2387200
1995-11-14,21.031250,21.125000,20.781250,83.375000,20.843750,2808000
1995-11-15,20.843750,21.718750,20.843750,86.875000,21.718750,3970800
1995-11-16,21.750000,22.062500,21.500000,87.875000,21.968750,4980400
1995-11-17,22.000000,22.375000,21.781250,89.000000,22.250000,4334800
1995-11-20,22.312500,22.312500,21.875000,87.750000,21.937500,3255200
1995-11-21,21.750000,21.843750,21.312500,86.500000,21.625000,4888400
1995-11-22,21.500000,21.531250,21.125000,85.250000,21.312500,5299600
1995-11-24,21.375000,21.625000,21.343750,86.500000,21.625000,996000
1995-11-27,21.656250,22.093750,21.656250,87.750000,21.937500,2952000
1995-11-28,21.968750,21.968750,21.312500,85.250000,21.312500,3991200
1995-11-29,21.437500,21.625000,21.343750,86.000000,21.500000,3145200
1995-11-30,21.718750,21.937500,21.562500,86.500000,21.625000,2436800
1995-12-01,21.468750,21.562500,21.093750,84.750000,21.187500,4622000
1995-12-04,21.000000,21.187500,20.843750,84.500000,21.125000,4157600
1995-12-05,21.187500,21.750000,21.093750,86.750000,21.687500,5316000
1995-12-06,21.750000,22.000000,21.750000,88.000000,22.000000,3495600
1995-12-07,21.906250,22.000000,21.812500,88.000000,22.000000,2625200
1995-12-08,22.000000,22.000000,21.656250,87.125000,21.781250,2255600
1995-12-11,21.906250,21.968750,21.625000,86.625000,21.656250,3069200
1995-12-12,21.593750,21.718750,21.406250,86.000000,21.500000,2530400
1995-12-13,21.406250,21.750000,21.375000,86.500000,21.625000,2826800
1995-12-14,21.718750,21.718750,21.250000,86.125000,21.531250,5260000
1995-12-15,21.593750,21.593750,21.437500,86.000000,21.500000,8725200
1995-12-18,21.125000,21.437500,20.937500,83.875000,20.968750,3223600
1995-12-19,20.875000,21.125000,20.812500,84.125000,21.031250,4180800
1995-12-20,21.000000,21.125000,20.656250,82.625000,20.656250,3342800
1995-12-21,20.687500,20.906250,20.531250,82.375000,20.593750,4489600
1995-12-22,20.625000,20.906250,20.593750,83.000000,20.750000,2802000
1995-12-26,20.968750,21.000000,20.812500,83.500000,20.875000,1673600
1995-12-27,20.968750,21.000000,20.531250,83.125000,20.781250,2211200
1995-12-28,20.718750,20.875000,20.562500,83.250000,20.812500,1504800
1995-12-29,20.781250,20.812500,20.656250,83.000000,20.750000,2128800
1996-01-02,20.531250,20.781250,20.437500,83.125000,20.781250,3590000
1996-01-03,20.843750,21.500000,20.781250,85.625000,21.406250,4133200
1996-01-04,21.062500,21.937500,21.062500,87.000000,21.750000,7256400
1996-01-05,21.750000,21.843750,21.593750,87.375000,21.843750,4381200
1996-01-08,21.750000,22.000000,21.750000,87.750000,21.937500,994800
1996-01-09,21.906250,22.093750,21.781250,87.625000,21.906250,3574000
1996-01-10,21.875000,21.906250,21.375000,86.500000,21.625000,4723600
1996-01-11,21.718750,21.718750,21.156250,85.125000,21.281250,3346400
1996-01-12,21.406250,21.500000,20.968750,85.375000,21.343750,3955200
1996-01-15,21.437500,21.468750,21.312500,85.625000,21.406250,2000000
1996-01-16,21.531250,22.250000,21.406250,88.750000,22.187500,4108000
1996-01-17,22.000000,22.000000,21.375000,86.250000,21.562500,4466400
1996-01-18,21.562500,21.625000,21.312500,86.125000,21.531250,3815200
1996-01-19,21.437500,21.875000,21.375000,86.875000,21.718750,3964800
1996-01-22,21.718750,21.750000,21.187500,86.375000,21.593750,2560000
1996-01-23,21.531250,21.593750,21.343750,86.125000,21.531250,2888000
1996-01-24,21.687500,22.656250,21.625000,88.250000,22.062500,8349600
1996-01-25,22.437500,22.437500,21.312500,85.750000,21.437500,9681200
1996-01-26,21.406250,21.781250,21.312500,87.000000,21.750000,4942000
1996-01-29,21.781250,21.843750,21.218750,85.375000,21.343750,3727200
1996-01-30,21.468750,21.468750,21.156250,84.875000,21.218750,3976800
1996-01-31,21.218750,21.218750,20.281250,84.000000,21.000000,8464800
1996-02-01,20.937500,21.187500,20.781250,83.875000,20.968750,5991600
1996-02-02,20.812500,20.937500,20.656250,83.375000,20.843750,7038800
1996-02-05,20.718750,21.000000,20.656250,83.750000,20.937500,4678000
1996-02-06,20.906250,21.093750,20.687500,82.750000,20.687500,6809600
1996-02-07,20.625000,20.968750,20.593750,83.750000,20.937500,8462000
1996-02-08,20.937500,21.500000,20.937500,86.000000,21.500000,10131200
1996-02-09,21.500000,21.968750,21.406250,87.750000,21.937500,6891200
1996-02-12,21.937500,22.093750,21.656250,86.625000,21.656250,5275600
1996-02-13,21.656250,22.062500,21.593750,87.625000,21.906250,5892800
1996-02-14,21.843750,22.000000,21.406250,85.750000,21.437500,4586800
1996-02-15,21.343750,21.656250,21.187500,86.250000,21.562500,4495200
1996-02-16,21.500000,21.593750,21.250000,86.125000,21.531250,5171200
1996-02-20,21.281250,21.312500,20.781250,84.375000,21.093750,5614800
1996-02-21,21.156250,21.218750,20.875000,83.625000,20.906250,5705200
1996-02-22,20.781250,21.031250,20.625000,82.875000,20.718750,9994800
1996-02-23,21.312500,21.375000,20.781250,83.375000,20.843750,12400800
1996-02-26,20.750000,21.031250,20.750000,83.500000,20.875000,5099200
1996-02-27,20.937500,21.062500,20.593750,83.000000,20.750000,6382400
1996-02-28,20.937500,20.937500,20.437500,82.125000,20.531250,7548800
1996-02-29,20.437500,20.625000,20.281250,82.000000,20.500000,6595600
1996-03-01,20.875000,21.312500,20.843750,84.625000,21.156250,10102000
1996-03-04,21.281250,21.531250,21.218750,85.625000,21.406250,6134400
1996-03-05,21.625000,21.937500,21.468750,87.500000,21.875000,6019600
1996-03-06,21.843750,21.843750,21.593750,86.500000,21.625000,3666400
1996-03-07,21.625000,21.875000,21.406250,87.500000,21.875000,3460800
1996-03-08,21.312500,21.593750,21.062500,85.250000,21.312500,6646800
1996-03-11,21.250000,21.687500,21.031250,86.000000,21.500000,5985200
1996-03-12,21.312500,21.531250,21.093750,85.625000,21.406250,4092800
1996-03-13,21.343750,21.500000,21.093750,84.500000,21.125000,3137200
1996-03-14,21.187500,21.343750,21.000000,84.125000,21.031250,4286400
1996-03-15,20.968750,21.000000,20.687500,83.125000,20.781250,7468800
1996-03-18,20.906250,21.343750,20.875000,85.375000,21.343750,3479600
1996-03-19,21.656250,21.687500,21.312500,85.250000,21.312500,4601200
1996-03-20,21.500000,21.812500,21.343750,87.000000,21.750000,4517200
1996-03-21,21.812500,21.843750,21.656250,87.125000,21.781250,3070800
1996-03-22,21.875000,22.031250,21.781250,87.875000,21.968750,3479600
1996-03-25,22.125000,22.125000,21.625000,86.750000,21.687500,3044400
1996-03-26,21.687500,21.968750,21.562500,87.375000,21.843750,2564000
1996-03-27,21.906250,21.906250,21.375000,85.750000,21.437500,2182400
1996-03-28,21.281250,21.500000,21.250000,85.750000,21.437500,3267600
1996-03-29,21.437500,21.562500,21.125000,84.750000,21.187500,2872800
1996-04-01,21.375000,21.593750,21.312500,86.375000,21.593750,2502800
1996-04-02,21.687500,21.718750,21.406250,86.250000,21.562500,3909200
1996-04-03,21.500000,21.687500,21.375000,86.750000,21.687500,2966000
1996-04-04,21.718750,21.812500,21.656250,87.125000,21.781250,3124800
1996-04-08,21.406250,21.468750,21.125000,84.625000,21.156250,5763600
1996-04-09,21.218750,21.437500,20.625000,83.000000,20.750000,7910800
1996-04-10,20.656250,20.750000,20.125000,81.000000,20.250000,7341200
1996-04-11,20.343750,20.531250,19.843750,82.125000,20.531250,8703200
1996-04-12,20.531250,20.968750,20.312500,83.250000,20.812500,4249200
1996-04-15,20.937500,21.187500,20.937500,84.250000,21.062500,4309600
1996-04-16,21.062500,21.500000,20.968750,85.375000,21.343750,4973600
1996-04-17,21.250000,21.406250,20.812500,84.000000,21.000000,5140000
1996-04-18,21.125000,21.156250,20.906250,84.500000,21.125000,5320400
1996-04-19,21.093750,21.125000,20.937500,83.750000,20.937500,3598800
1996-04-22,21.125000,21.343750,21.093750,85.125000,21.281250,3426000
1996-04-23,21.250000,21.281250,21.156250,85.000000,21.250000,1753200
1996-04-24,21.312500,21.343750,21.000000,84.500000,21.125000,2342800
1996-04-25,21.156250,21.468750,20.812500,85.500000,21.375000,3787600
1996-04-26,21.312500,21.375000,21.125000,84.875000,21.218750,2510000
1996-04-29,21.125000,21.343750,21.031250,84.250000,21.062500,2755200
1996-04-30,21.062500,21.156250,21.062500,84.500000,21.125000,2452800
1996-05-01,21.000000,21.375000,21.000000,84.750000,21.187500,2544400
1996-05-02,20.812500,21.031250,20.687500,83.125000,20.781250,4193600
1996-05-03,20.781250,20.968750,20.468750,83.000000,20.750000,3627600
1996-05-06,20.750000,20.812500,20.437500,83.250000,20.812500,4356000
1996-05-07,20.687500,20.812500,20.625000,82.625000,20.656250,3914400
1996-05-08,20.500000,21.093750,20.437500,84.250000,21.062500,5026800
1996-05-09,21.062500,21.437500,20.968750,85.562500,21.390625,4669200
1996-05-10,21.500000,21.593750,21.250000,86.250000,21.562500,3291200
1996-05-13,21.562500,21.812500,21.406250,87.000000,21.750000,3244000
1996-05-14,21.750000,22.000000,21.656250,86.750000,21.687500,3350000
1996-05-15,21.750000,21.968750,21.593750,86.875000,21.718750,3769200
1996-05-16,21.625000,22.000000,21.593750,87.750000,21.937500,3160400
1996-05-17,21.968750,22.093750,21.843750,87.625000,21.906250,3372800
1996-05-20,22.000000,22.093750,21.843750,87.625000,21.906250,3648400
1996-05-21,21.968750,22.187500,21.843750,88.500000,22.125000,3010800
1996-05-22,22.000000,22.468750,21.968750,89.875000,22.468750,5334400
1996-05-23,22.468750,22.656250,22.218750,89.500000,22.375000,6013200
1996-05-24,22.625000,22.625000,22.437500,90.375000,22.593750,2651600
1996-05-28,22.656250,22.656250,22.125000,89.250000,22.312500,3056400
1996-05-29,22.250000,22.312500,21.875000,88.000000,22.000000,2863600
1996-05-30,21.906250,22.281250,21.781250,88.875000,22.218750,3236800
1996-05-31,22.250000,22.312500,21.906250,87.875000,21.968750,3642000
1996-06-03,21.906250,22.031250,21.843750,87.750000,21.937500,3394400
1996-06-04,21.968750,22.312500,21.937500,88.625000,22.156250,4282800
1996-06-05,22.156250,22.562500,22.031250,90.250000,22.562500,3574400
1996-06-06,22.750000,22.906250,22.656250,90.750000,22.687500,5784800
1996-06-07,22.406250,22.656250,22.156250,90.625000,22.656250,4044800
1996-06-10,22.687500,22.750000,22.375000,90.875000,22.718750,2426400
1996-06-11,22.812500,22.812500,22.468750,89.875000,22.468750,3562000
1996-06-12,22.500000,22.593750,22.156250,89.375000,22.343750,2880000
1996-06-13,22.375000,22.593750,22.250000,89.250000,22.312500,2105200
1996-06-14,22.343750,22.406250,22.062500,89.125000,22.281250,2478000
1996-06-17,22.312500,22.312500,22.062500,88.625000,22.156250,2542800
1996-06-18,22.156250,22.156250,21.906250,87.750000,21.937500,2588800
1996-06-19,22.000000,22.468750,21.968750,89.875000,22.468750,3788000
1996-06-20,22.468750,22.625000,22.468750,90.250000,22.562500,3414400
1996-06-21,22.625000,22.687500,22.500000,90.750000,22.687500,6120000
1996-06-24,22.906250,23.218750,22.843750,91.500000,22.875000,5381600
1996-06-25,22.812500,23.375000,22.812500,93.500000,23.375000,4463600
1996-06-26,23.250000,23.468750,23.125000,93.500000,23.375000,4007200
1996-06-27,23.406250,23.406250,22.593750,91.250000,22.812500,7341200
1996-06-28,22.781250,23.093750,22.531250,90.625000,22.656250,5688800
1996-07-01,22.750000,22.812500,22.500000,90.625000,22.656250,3937200
1996-07-02,22.406250,22.406250,22.125000,89.125000,22.281250,6245200
1996-07-03,22.250000,22.312500,22.062500,89.250000,22.312500,2696800
1996-07-05,21.968750,22.062500,21.875000,87.750000,21.937500,2334800
1996-07-08,21.781250,22.156250,21.718750,87.500000,21.875000,4643600
1996-07-09,22.093750,22.250000,21.968750,88.250000,22.062500,2573200
1996-07-10,22.375000,22.437500,21.781250,88.500000,22.125000,5471200
1996-07-11,22.031250,22.062500,21.656250,87.375000,21.843750,4752400
1996-07-12,21.843750,21.937500,21.531250,86.250000,21.562500,4107200
