Date,PG,^GSPC,^DJI
2007-03-13,61.169998,1377.949951,12075.95996
2007-03-14,61.360001,1387.170044,12133.40039
2007-03-15,61.91,1392.280029,12159.67969
2007-03-16,61.610001,1386.949951,12110.41016
2007-03-19,61.98,1402.060059,12226.16992
2007-03-20,62.279999,1410.939941,12288.09961
2007-03-21,62.959999,1435.040039,12447.51953
2007-03-22,63.849998,1434.540039,12461.13965
2007-03-23,63.799999,1436.109985,12481.00977
2007-03-26,63.900002,1437.5,12469.07031
2007-03-27,63.27,1428.609985,12397.29004
2007-03-28,63.009998,1417.22998,12300.36035
2007-03-29,63.259998,1422.530029,12348.75
2007-03-30,63.16,1420.859985,12354.34961
2007-04-02,63.02,1424.550049,12382.29981
2007-04-03,62.900002,1437.77002,12510.29981
2007-04-04,63.049999,1439.369995,12530.04981
2007-04-05,63.0,1443.76001,12560.2002
2007-04-09,63.259998,1444.609985,12569.13965
2007-04-10,63.209999,1448.390015,12573.84961
2007-04-11,63.040001,1438.869995,12484.62012
2007-04-12,63.52,1447.800049,12552.95996
2007-04-13,63.380001,1452.849976,12612.12988
2007-04-16,63.73,1468.329956,12720.45996
2007-04-17,63.900002,1471.47998,12773.04004
2007-04-18,63.759998,1472.5,12803.83984
2007-04-19,63.619999,1470.72998,12808.62988
2007-04-20,63.799999,1484.349976,12961.98047
2007-04-23,63.630001,1480.930054,12919.40039
2007-04-24,63.73,1480.410034,12953.94043
2007-04-25,63.529999,1495.420044,13089.88965
2007-04-26,62.990002,1494.25,13105.5
2007-04-27,62.98,1494.069946,13120.94043
2007-04-30,64.400002,1482.369995,13062.91016
2007-05-01,62.959999,1486.300049,13136.13965
2007-05-02,62.369999,1495.920044,13211.87988
2007-05-03,62.0,1502.390015,13241.37988
2007-05-04,62.41,1505.619995,13264.62012
2007-05-07,62.18,1509.47998,13312.96973
2007-05-08,61.75,1507.719971,13309.07031
2007-05-09,62.009998,1512.579956,13362.87012
2007-05-10,61.490002,1491.469971,13215.12988
2007-05-11,61.650002,1505.849976,13326.21973
2007-05-14,61.720001,1503.150024,13346.78027
2007-05-15,62.07,1501.189941,13383.83984
2007-05-16,63.32,1514.140015,13487.53027
2007-05-17,63.369999,1512.75,13476.71973
2007-05-18,63.48,1522.75,13556.53027
2007-05-21,63.27,1525.099976,13542.87988
2007-05-22,63.0,1524.119995,13539.9502
2007-05-23,63.099998,1522.280029,13525.65039
2007-05-24,62.869999,1507.51001,13441.12988
2007-05-25,62.959999,1515.72998,13507.28027
2007-05-29,63.650002,1518.109985,13521.33984
2007-05-30,63.849998,1530.22998,13633.08008
2007-05-31,63.549999,1530.619995,13627.63965
2007-06-01,63.48,1536.339966,13668.11035
2007-06-04,63.189999,1539.180054,13676.32031
2007-06-05,63.459999,1530.949951,13595.45996
2007-06-06,63.189999,1517.380005,13465.66992
2007-06-07,62.32,1490.719971,13266.73047
2007-06-08,63.07,1507.670044,13424.38965
2007-06-11,63.049999,1509.119995,13424.95996
2007-06-12,62.16,1493.0,13295.00977
2007-06-13,62.369999,1515.670044,13482.34961
2007-06-14,62.419998,1522.969971,13553.73047
2007-06-15,62.57,1532.910034,13639.48047
2007-06-18,61.77,1531.050049,13612.98047
2007-06-19,61.82,1533.699951,13635.41992
2007-06-20,61.939999,1512.839966,13489.41992
2007-06-21,61.880001,1522.189941,13545.83984
2007-06-22,61.029999,1502.560059,13360.25977
2007-06-25,61.080002,1497.73999,13352.04981
2007-06-26,61.189999,1492.890015,13337.66016
2007-06-27,61.43,1506.339966,13427.73047
2007-06-28,61.360001,1505.709961,13422.28027
2007-06-29,61.189999,1503.349976,13408.62012
2007-07-02,61.740002,1519.430054,13535.42969
2007-07-03,61.790001,1524.869995,13577.29981
2007-07-05,61.669998,1525.400024,13565.83984
2007-07-06,61.48,1530.439941,13611.67969
2007-07-09,61.52,1531.849976,13649.96973
2007-07-10,61.029999,1510.119995,13501.7002
2007-07-11,61.560001,1518.76001,13577.87012
2007-07-12,62.93,1547.699951,13861.73047
2007-07-13,62.66,1552.5,13907.25
2007-07-16,63.150002,1549.52002,13950.98047
2007-07-17,62.68,1549.369995,13971.54981
2007-07-18,62.59,1546.170044,13918.21973
2007-07-19,62.790001,1553.079956,14000.41016
2007-07-20,62.150002,1534.099976,13851.08008
2007-07-23,63.34,1541.569946,13943.41992
2007-07-24,62.959999,1511.040039,13716.9502
2007-07-25,62.98,1518.089966,13785.07031
2007-07-26,62.560001,1482.660034,13473.57031
2007-07-27,62.82,1458.949951,13265.46973
2007-07-30,63.27,1473.910034,13358.30957
2007-07-31,61.860001,1455.27002,13211.99023
2007-08-01,63.16,1465.810059,13362.37012
2007-08-02,63.299999,1472.199951,13463.33008
2007-08-03,62.880001,1433.060059,13181.91016
2007-08-06,65.0,1467.670044,13468.78027
2007-08-07,65.230003,1476.709961,13504.29981
2007-08-08,65.160004,1497.48999,13657.86035
2007-08-09,64.970001,1453.089966,13270.67969
2007-08-10,65.389999,1453.640015,13239.54004
2007-08-13,64.279999,1452.920044,13236.53027
2007-08-14,63.720001,1426.540039,13028.91992
2007-08-15,63.48,1406.699951,12861.46973
2007-08-16,64.029999,1411.27002,12845.78027
2007-08-17,65.349998,1445.939941,13079.08008
2007-08-20,65.010002,1445.550049,13121.34961
2007-08-21,64.459999,1447.119995,13090.86035
2007-08-22,64.739998,1464.069946,13236.12988
2007-08-23,65.040001,1462.5,13235.87988
2007-08-24,65.93,1479.369995,13378.87012
2007-08-27,65.230003,1466.790039,13322.12988
2007-08-28,64.699997,1432.359985,13041.84961
2007-08-29,65.120003,1463.76001,13289.29004
2007-08-30,65.010002,1457.640015,13238.73047
2007-08-31,65.309998,1473.98999,13357.74023
2007-09-04,65.449997,1489.420044,13448.86035
2007-09-05,65.459999,1472.290039,13305.46973
2007-09-06,66.110001,1478.550049,13363.34961
2007-09-07,65.470001,1453.550049,13113.37988
2007-09-10,65.900002,1451.699951,13127.84961
2007-09-11,66.989998,1471.48999,13308.38965
2007-09-12,67.309998,1471.560059,13291.65039
2007-09-13,67.459999,1483.949951,13424.87988
2007-09-14,67.809998,1484.25,13442.51953
2007-09-17,67.949997,1476.650024,13403.41992
2007-09-18,68.68,1519.780029,13739.38965
2007-09-19,68.790001,1529.030029,13815.55957
2007-09-20,68.980003,1518.75,13766.7002
2007-09-21,69.389999,1525.75,13820.19043
2007-09-24,69.800003,1517.72998,13759.05957
2007-09-25,69.849998,1517.209961,13778.65039
2007-09-26,70.510002,1525.420044,13878.15039
2007-09-27,70.099998,1531.380005,13912.94043
2007-09-28,70.339996,1526.75,13895.62988
2007-10-01,70.910004,1547.040039,14087.54981
2007-10-02,70.730003,1546.630005,14047.30957
2007-10-03,70.410004,1539.589966,13968.04981
2007-10-04,70.830002,1542.839966,13974.30957
2007-10-05,70.830002,1557.589966,14066.00977
2007-10-08,70.709999,1552.579956,14043.73047
2007-10-09,71.080002,1565.150024,14164.53027
2007-10-10,71.400002,1562.469971,14078.69043
2007-10-11,71.769997,1554.410034,14015.12012
2007-10-12,71.699997,1561.800049,14093.08008
2007-10-15,71.0,1548.709961,13984.79981
2007-10-16,70.82,1538.530029,13912.94043
2007-10-17,70.589996,1541.23999,13892.54004
2007-10-18,70.900002,1540.079956,13888.95996
2007-10-19,70.800003,1500.630005,13522.01953
2007-10-22,71.059998,1506.329956,13566.96973
2007-10-23,71.260002,1519.589966,13676.23047
2007-10-24,71.379997,1515.880005,13675.25
2007-10-25,71.349998,1514.400024,13671.91992
2007-10-26,71.75,1535.280029,13806.7002
2007-10-29,71.830002,1540.97998,13870.25977
2007-10-30,68.949997,1531.02002,13792.46973
2007-10-31,69.519997,1549.380005,13930.00977
2007-11-01,68.589996,1508.439941,13567.87012
2007-11-02,69.550003,1509.650024,13595.09961
2007-11-05,70.18,1502.170044,13543.40039
2007-11-06,70.470001,1520.27002,13660.94043
2007-11-07,69.419998,1475.619995,13300.01953
2007-11-08,70.839996,1474.77002,13266.29004
2007-11-09,70.419998,1453.699951,13042.74023
2007-11-12,70.769997,1439.180054,12987.54981
2007-11-13,71.57,1481.050049,13307.08984
2007-11-14,71.540001,1470.579956,13231.00977
2007-11-15,71.830002,1451.150024,13110.04981
2007-11-16,73.190002,1458.73999,13176.79004
2007-11-19,72.82,1433.27002,12958.44043
2007-11-20,73.209999,1439.699951,13010.13965
2007-11-21,72.260002,1416.77002,12799.04004
2007-11-23,72.860001,1440.699951,12980.87988
2007-11-26,72.190002,1407.219971,12743.44043
2007-11-27,73.129997,1428.22998,12958.44043
2007-11-28,73.910004,1469.02002,13289.4502
2007-11-29,74.150002,1469.719971,13311.73047
2007-11-30,74.0,1481.140015,13371.71973
2007-12-03,73.519997,1472.420044,13314.57031
2007-12-04,73.290001,1462.790039,13248.73047
2007-12-05,73.809998,1485.01001,13444.95996
2007-12-06,74.18,1507.339966,13619.88965
2007-12-07,74.120003,1504.660034,13625.58008
2007-12-10,74.330002,1515.959961,13727.03027
2007-12-11,73.839996,1477.650024,13432.76953
2007-12-12,74.669998,1486.589966,13473.90039
2007-12-13,74.400002,1488.410034,13517.95996
2007-12-14,73.900002,1467.949951,13339.84961
2007-12-17,73.239998,1445.900024,13167.2002
2007-12-18,72.839996,1454.97998,13232.46973
2007-12-19,72.980003,1453.0,13207.26953
2007-12-20,73.190002,1460.119995,13245.63965
2007-12-21,74.080002,1484.459961,13450.65039
2007-12-24,73.940002,1496.449951,13550.04004
2007-12-26,74.040001,1497.660034,13551.69043
2007-12-27,73.889999,1476.27002,13359.61035
2007-12-28,74.25,1478.48999,13365.87012
2007-12-31,73.419998,1468.359985,13264.82031
2008-01-02,72.309998,1447.160034,13043.95996
2008-01-03,72.309998,1447.160034,13056.71973
2008-01-04,72.019997,1411.630005,12800.17969
2008-01-07,72.489998,1416.180054,12827.49023
2008-01-08,72.68,1390.189941,12589.07031
2008-01-09,72.540001,1409.130005,12735.30957
2008-01-10,72.480003,1420.329956,12853.08984
2008-01-11,70.18,1401.02002,12606.29981
2008-01-14,70.290001,1416.25,12778.15039
2008-01-15,69.699997,1380.949951,12501.11035
2008-01-16,68.839996,1373.199951,12466.16016
2008-01-17,68.07,1333.25,12159.20996
2008-01-18,67.150002,1325.189941,12099.29981
2008-01-22,65.129997,1310.5,11971.19043
2008-01-23,66.239998,1338.599976,12270.16992
2008-01-24,66.150002,1352.069946,12378.61035
2008-01-25,65.309998,1330.609985,12207.16992
2008-01-28,65.290001,1353.959961,12383.88965
2008-01-29,64.68,1362.300049,12480.29981
2008-01-30,65.089996,1355.810059,12442.83008
2008-01-31,65.419998,1378.550049,12650.36035
2008-02-01,66.050003,1395.420044,12743.19043
2008-02-04,66.150002,1380.819946,12635.16016
2008-02-05,65.040001,1336.640015,12265.12988
2008-02-06,65.309998,1326.449951,12200.09961
2008-02-07,65.769997,1336.910034,12247.0
2008-02-08,65.019997,1331.290039,12182.12988
2008-02-11,66.0,1339.130005,12240.00977
2008-02-12,67.160004,1348.859985,12373.41016
2008-02-13,67.0,1367.209961,12552.24023
2008-02-14,66.629997,1348.859985,12376.98047
2008-02-15,66.300003,1349.98999,12348.20996
2008-02-19,66.309998,1348.780029,12337.21973
2008-02-20,66.169998,1360.030029,12427.25977
2008-02-21,65.959999,1342.530029,12284.29981
2008-02-22,66.209999,1353.109985,12381.01953
2008-02-25,66.68,1371.800049,12570.21973
2008-02-26,67.68,1381.290039,12684.91992
2008-02-27,67.209999,1380.02002,12694.28027
2008-02-28,66.970001,1367.680054,12582.17969
2008-02-29,66.18,1330.630005,12266.38965
2008-03-03,66.349998,1331.339966,12258.90039
2008-03-04,66.050003,1326.75,12213.79981
2008-03-05,66.699997,1333.699951,12254.99023
2008-03-06,66.510002,1304.339966,12040.38965
2008-03-07,65.800003,1293.369995,11893.69043
2008-03-10,65.760002,1273.369995,11740.15039
2008-03-11,66.660004,1320.650024,12156.80957
2008-03-12,67.040001,1308.77002,12110.24023
2008-03-13,67.360001,1315.47998,12145.74023
2008-03-14,66.739998,1288.140015,11951.08984
2008-03-17,67.050003,1276.599976,11972.25
2008-03-18,68.540001,1330.73999,12392.66016
2008-03-19,67.809998,1298.420044,12099.66016
2008-03-20,69.370003,1329.51001,12361.32031
2008-03-24,69.970001,1349.880005,12548.63965
2008-03-25,69.540001,1352.98999,12532.59961
2008-03-26,69.639999,1341.130005,12422.86035
2008-03-27,69.410004,1325.76001,12302.45996
2008-03-28,69.440002,1315.219971,12216.40039
2008-03-31,70.07,1322.699951,12262.88965
2008-04-01,71.139999,1370.180054,12654.36035
2008-04-02,70.480003,1367.530029,12608.91992
2008-04-03,70.470001,1369.310059,12626.03027
2008-04-04,70.599998,1370.400024,12609.41992
2008-04-07,70.510002,1372.540039,12612.42969
2008-04-08,70.650002,1365.540039,12576.44043
2008-04-09,70.209999,1354.48999,12527.25977
2008-04-10,70.18,1360.550049,12581.98047
2008-04-11,70.0,1332.829956,12325.41992
2008-04-14,70.120003,1328.319946,12302.05957
2008-04-15,70.230003,1334.430054,12362.46973
2008-04-16,69.269997,1364.709961,12619.26953
2008-04-17,67.559998,1365.560059,12620.49023
2008-04-18,67.169998,1390.329956,12849.36035
2008-04-21,67.800003,1388.170044,12825.01953
2008-04-22,67.470001,1375.939941,12720.23047
2008-04-23,67.169998,1379.930054,12763.21973
2008-04-24,66.830002,1388.819946,12848.9502
2008-04-25,66.550003,1397.839966,12891.86035
2008-04-28,66.209999,1396.369995,12871.75
2008-04-29,65.900002,1390.939941,12831.94043
2008-04-30,67.050003,1385.589966,12820.12988
2008-05-01,67.029999,1409.339966,13010.0
2008-05-02,66.800003,1413.900024,13058.2002
2008-05-05,66.650002,1407.48999,12969.54004
2008-05-06,66.650002,1418.26001,13020.83008
2008-05-07,65.800003,1392.569946,12814.34961
2008-05-08,65.919998,1397.680054,12866.78027
2008-05-09,65.209999,1388.280029,12745.87988
2008-05-12,65.349998,1403.579956,12876.30957
2008-05-13,65.730003,1403.040039,12832.17969
2008-05-14,65.5,1408.660034,12898.37988
2008-05-15,66.360001,1423.569946,12992.66016
2008-05-16,66.75,1425.349976,12986.79981
2008-05-19,66.860001,1426.630005,13028.16016
2008-05-20,65.860001,1413.400024,12828.67969
2008-05-21,65.169998,1390.709961,12601.19043
2008-05-22,65.620003,1394.349976,12625.62012
2008-05-23,65.269997,1375.930054,12479.62988
2008-05-27,65.07,1385.349976,12548.34961
2008-05-28,64.870003,1390.839966,12594.03027
2008-05-29,65.470001,1398.26001,12646.21973
2008-05-30,66.050003,1400.380005,12638.32031
2008-06-02,65.360001,1385.670044,12503.82031
2008-06-03,65.410004,1377.650024,12402.84961
2008-06-04,66.449997,1377.199951,12390.48047
2008-06-05,66.669998,1404.050049,12604.4502
2008-06-06,65.370003,1360.680054,12209.80957
2008-06-09,66.07,1361.76001,12280.32031
2008-06-10,66.660004,1358.439941,12289.75977
2008-06-11,66.199997,1335.48999,12083.76953
2008-06-12,66.459999,1339.869995,12141.58008
2008-06-13,66.449997,1360.030029,12307.34961
2008-06-16,65.900002,1360.140015,12269.08008
2008-06-17,65.800003,1350.930054,12160.29981
2008-06-18,65.0,1337.810059,12029.05957
2008-06-19,64.900002,1342.829956,12063.08984
2008-06-20,63.16,1317.930054,11842.69043
2008-06-23,62.93,1318.0,11842.36035
2008-06-24,62.860001,1314.290039,11807.42969
2008-06-25,63.490002,1321.969971,11811.83008
2008-06-26,62.25,1283.150024,11453.41992
2008-06-27,60.490002,1278.380005,11346.50977
2008-06-30,60.810001,1280.0,11350.00977
2008-07-01,61.98,1284.910034,11382.25977
2008-07-02,62.689999,1261.52002,11215.50977
2008-07-03,63.669998,1262.900024,11288.54004
2008-07-07,62.91,1252.310059,11231.95996
2008-07-08,63.66,1273.699951,11384.20996
2008-07-09,63.799999,1244.689941,11147.44043
2008-07-10,64.220001,1253.390015,11229.01953
2008-07-11,63.450001,1239.48999,11100.54004
2008-07-14,63.93,1228.300049,11055.19043
2008-07-15,64.349998,1214.910034,10962.54004
2008-07-16,63.889999,1245.359985,11239.28027
2008-07-17,63.889999,1260.319946,11446.66016
2008-07-18,63.669998,1260.680054,11496.57031
2008-07-21,63.639999,1260.0,11467.33984
2008-07-22,64.099998,1277.0,11602.5
2008-07-23,64.699997,1282.189941,11632.37988
2008-07-24,64.510002,1252.540039,11349.28027
2008-07-25,64.459999,1257.76001,11370.69043
2008-07-28,63.830002,1234.369995,11131.08008
2008-07-29,65.540001,1263.199951,11397.55957
2008-07-30,66.57,1284.26001,11583.69043
2008-07-31,65.480003,1267.380005,11378.01953
2008-08-01,64.949997,1260.310059,11326.32031
2008-08-04,65.82,1249.01001,11284.15039
2008-08-05,67.970001,1284.880005,11615.76953
2008-08-06,67.769997,1289.189941,11656.07031
2008-08-07,67.480003,1266.069946,11431.42969
2008-08-08,69.629997,1296.319946,11734.32031
2008-08-11,69.43,1305.319946,11782.34961
2008-08-12,70.339996,1289.589966,11642.46973
2008-08-13,69.599998,1285.829956,11532.95996
2008-08-14,69.709999,1292.930054,11615.92969
2008-08-15,71.599998,1298.199951,11659.90039
2008-08-18,71.269997,1278.599976,11479.38965
2008-08-19,70.720001,1266.689941,11348.54981
2008-08-20,70.300003,1274.540039,11417.42969
2008-08-21,69.900002,1277.719971,11430.20996
2008-08-22,71.610001,1292.199951,11628.05957
2008-08-25,70.129997,1266.839966,11386.25
2008-08-26,69.839996,1271.51001,11412.87012
2008-08-27,70.059998,1281.660034,11502.50977
2008-08-28,71.010002,1300.680054,11715.17969
2008-08-29,69.769997,1282.829956,11543.95996
2008-09-02,70.470001,1277.579956,11516.91992
2008-09-03,71.419998,1274.97998,11532.87988
2008-09-04,70.440002,1236.829956,11188.23047
2008-09-05,70.779999,1242.310059,11220.95996
2008-09-08,72.370003,1267.790039,11510.74023
2008-09-09,71.889999,1224.51001,11230.73047
2008-09-10,72.389999,1232.040039,11268.91992
2008-09-11,73.080002,1249.050049,11433.70996
2008-09-12,73.150002,1251.699951,11421.99023
2008-09-15,72.139999,1192.699951,10917.50977
2008-09-16,72.0,1213.599976,11059.01953
2008-09-17,70.940002,1156.390015,10609.66016
2008-09-18,71.309998,1206.51001,11019.69043
2008-09-19,70.360001,1255.079956,11388.44043
2008-09-22,68.040001,1207.089966,11015.69043
2008-09-23,67.279999,1188.219971,10854.16992
2008-09-24,68.739998,1185.869995,10825.16992
2008-09-25,68.510002,1209.180054,11022.05957
2008-09-26,68.839996,1213.27002,11143.12988
2008-09-29,66.75,1106.420044,10365.4502
2008-09-30,69.690002,1166.359985,10850.66016
2008-10-01,71.269997,1161.060059,10831.07031
2008-10-02,71.440002,1114.280029,10482.84961
2008-10-03,71.019997,1099.22998,10325.37988
2008-10-06,68.580002,1056.890015,9955.5
2008-10-07,66.25,996.22998,9447.110352
2008-10-08,66.099998,984.940002,9258.099609
2008-10-09,60.880001,909.919983,8579.19043
2008-10-10,59.560001,899.219971,8451.19043
2008-10-13,63.290001,1003.349976,9387.610352
2008-10-14,64.099998,998.01001,9310.990234
2008-10-15,59.82,907.840027,8577.910156
2008-10-16,61.77,946.429993,8979.259766
2008-10-17,61.740002,940.549988,8852.219727
2008-10-20,63.91,985.400024,9265.429688
2008-10-21,62.959999,955.049988,9033.660156
2008-10-22,58.759998,896.780029,8519.209961
2008-10-23,60.57,908.109985,8691.25
2008-10-24,58.869999,876.77002,8378.950195
2008-10-27,57.369999,848.919983,8175.77002
2008-10-28,63.23,940.51001,9065.120117
2008-10-29,60.990002,930.090027,8990.959961
2008-10-30,63.080002,954.090027,9180.69043
2008-10-31,64.540001,968.75,9325.009766
2008-11-03,64.400002,966.299988,9319.830078
2008-11-04,66.07,1005.75,9625.280273
2008-11-05,63.810001,952.77002,9139.269531
2008-11-06,63.349998,904.880005,8695.790039
2008-11-07,64.489998,930.98999,8943.80957
2008-11-10,64.949997,919.210022,8870.540039
2008-11-11,63.82,898.950012,8693.959961
2008-11-12,61.849998,852.299988,8282.660156
2008-11-13,65.050003,911.289978,8835.25
2008-11-14,63.110001,873.289978,8497.30957
2008-11-17,62.509998,850.75,8273.580078
2008-11-18,64.25,859.119995,8424.75
2008-11-19,62.27,806.580017,7997.279785
2008-11-20,59.330002,752.440002,7552.290039
2008-11-21,63.09,800.030029,8046.419922
2008-11-24,64.68,851.809998,8443.389648
2008-11-25,63.18,857.390015,8479.469727
2008-11-26,63.16,887.679993,8726.610352
2008-11-28,64.349998,896.23999,8829.040039
2008-12-01,60.490002,816.210022,8149.089844
2008-12-02,61.439999,848.809998,8419.089844
2008-12-03,62.880001,870.73999,8591.69043
2008-12-04,61.25,845.219971,8376.240234
2008-12-05,62.630001,876.070007,8635.419922
2008-12-08,62.490002,909.700012,8934.179688
2008-12-09,59.790001,888.669983,8691.330078
2008-12-10,59.119999,899.23999,8761.419922
2008-12-11,58.580002,873.590027,8565.089844
2008-12-12,58.939999,879.72998,8629.679688
2008-12-15,59.360001,868.570007,8564.530273
2008-12-16,61.619999,913.179993,8924.139648
2008-12-17,60.700001,904.419983,8824.339844
2008-12-18,60.310001,885.280029,8604.990234
2008-12-19,60.18,887.880005,8579.110352
2008-12-22,60.459999,871.630005,8519.69043
2008-12-23,59.830002,863.159973,8419.490234
2008-12-24,60.389999,868.150024,8468.480469
2008-12-26,60.529999,872.799988,8515.549805
2008-12-29,60.200001,869.419983,8483.929688
2008-12-30,61.119999,890.640015,8668.389648
2008-12-31,61.82,903.25,8776.389648
2009-01-02,62.799999,931.799988,9034.69043
2009-01-05,62.349998,927.450012,8952.889648
2009-01-06,62.169998,934.700012,9015.099609
2009-01-07,61.080002,906.650024,8769.700195
2009-01-08,60.41,909.72998,8742.459961
2009-01-09,59.860001,890.349976,8599.179688
2009-01-12,59.939999,870.26001,8473.969727
2009-01-13,59.470001,871.789978,8448.55957
2009-01-14,57.860001,842.619995,8200.139648
2009-01-15,57.459999,843.73999,8212.490234
2009-01-16,57.73,850.119995,8281.219727
2009-01-20,57.43,805.219971,7949.089844
2009-01-21,57.57,840.23999,8228.099609
2009-01-22,56.959999,827.5,8122.799805
2009-01-23,56.0,831.950012,8077.560059
2009-01-26,56.369999,836.570007,8116.029785
2009-01-27,56.700001,845.710022,8174.72998
2009-01-28,58.18,874.090027,8375.450195
2009-01-29,58.220001,845.140015,8149.009766
2009-01-30,54.5,825.880005,8000.859863
2009-02-02,53.049999,825.440002,7936.75
2009-02-03,53.91,838.51001,8078.359863
2009-02-04,52.52,832.22998,7956.660156
2009-02-05,53.32,845.849976,8063.069824
2009-02-06,54.0,868.599976,8280.589844
2009-02-09,52.939999,869.890015,8270.870117
2009-02-10,51.450001,827.159973,7888.879883
2009-02-11,51.16,833.73999,7939.529785
2009-02-12,51.279999,835.190002,7932.759766
2009-02-13,51.09,826.840027,7850.410156
2009-02-17,50.110001,789.169983,7552.600098
2009-02-18,50.950001,788.419983,7555.629883
2009-02-19,51.130001,778.940002,7465.950195
2009-02-20,50.25,770.049988,7365.669922
2009-02-23,48.900002,743.330017,7114.779785
2009-02-24,49.77,773.140015,7350.939941
2009-02-25,49.919998,764.900024,7270.890137
2009-02-26,48.970001,752.830017,7182.080078
2009-02-27,48.169998,735.090027,7062.930176
2009-03-02,46.869999,700.820007,6763.290039
2009-03-03,46.630001,696.330017,6726.02002
2009-03-04,47.310001,712.869995,6875.839844
2009-03-05,45.400002,682.549988,6594.439941
2009-03-06,45.709999,683.380005,6626.939941
2009-03-09,44.18,676.530029,6547.049805
2009-03-10,45.169998,719.599976,6926.490234
2009-03-11,45.07,721.359985,6930.399902
2009-03-12,45.779999,750.73999,7170.060059
2009-03-13,46.950001,756.549988,7223.97998
2009-03-16,47.82,753.890015,7216.970215
2009-03-17,47.98,778.119995,7395.700195
2009-03-18,48.02,794.349976,7486.580078
2009-03-19,46.310001,784.039978,7400.799805
2009-03-20,45.59,768.539978,7278.379883
2009-03-23,47.740002,822.919983,7775.859863
2009-03-24,47.07,806.119995,7659.970215
2009-03-25,48.060001,813.880005,7749.810059
2009-03-26,48.759998,832.859985,7924.560059
2009-03-27,48.57,815.940002,7776.180176
2009-03-30,47.279999,787.530029,7522.02002
2009-03-31,47.09,797.869995,7608.919922
2009-04-01,48.209999,811.080017,7761.600098
2009-04-02,49.419998,834.380005,7978.080078
2009-04-03,49.630001,842.5,8017.589844
2009-04-06,49.650002,835.47998,7975.850098
2009-04-07,48.68,815.549988,7789.560059
2009-04-08,48.470001,825.159973,7837.109863
2009-04-09,49.189999,856.559998,8083.379883
2009-04-13,48.040001,858.72998,8057.810059
2009-04-14,47.25,841.5,7920.180176
2009-04-15,48.75,852.059998,8029.620117
2009-04-16,50.43,865.299988,8125.430176
2009-04-17,51.66,869.599976,8131.330078
2009-04-20,50.73,832.390015,7841.72998
2009-04-21,51.369999,850.080017,7969.560059
2009-04-22,49.599998,843.549988,7886.569824
2009-04-23,49.32,851.919983,7957.060059
2009-04-24,49.509998,866.22998,8076.290039
2009-04-27,49.970001,857.51001,8025.0
2009-04-28,49.689999,855.159973,8016.950195
2009-04-29,50.419998,873.640015,8185.72998
2009-04-30,49.439999,872.809998,8168.120117
2009-05-01,49.5,877.52002,8212.410156
2009-05-04,50.990002,907.23999,8426.740234
2009-05-05,49.790001,903.799988,8410.650391
2009-05-06,50.84,919.530029,8512.280273
2009-05-07,51.34,907.390015,8409.849609
2009-05-08,51.57,929.22998,8574.650391
2009-05-11,50.369999,909.23999,8418.769531
2009-05-12,50.939999,908.349976,8469.110352
2009-05-13,50.959999,883.919983,8284.889648
2009-05-14,50.799999,893.070007,8331.320313
