Date,^GSPC,^IXIC,^GDAXI
28/08/1997,903.669983,1581.319946,4001.800049
29/08/1997,899.469971,1587.319946,4127.299805
02/09/1997,927.580017,1618.089966,4062.100098
03/09/1997,927.859985,1618.23999,4093.399902
04/09/1997,930.869995,1624.630005,4073.699951
05/09/1997,929.049988,1635.77002,4131.299805
08/09/1997,931.200012,1645.349976,4104.600098
09/09/1997,933.619995,1656.219971,4028.0
10/09/1997,919.030029,1639.25,3890.199951
11/09/1997,912.590027,1639.859985,3796.600098
12/09/1997,923.909973,1649.329956,3869.5
15/09/1997,919.77002,1634.920044,3995.699951
16/09/1997,945.640015,1668.599976,3970.399902
17/09/1997,943.0,1666.469971,4004.0
18/09/1997,947.289978,1670.02002,3983.100098
19/09/1997,950.51001,1680.359985,4096.899902
22/09/1997,955.429993,1689.449951,4091.800049
23/09/1997,951.929993,1697.359985,4151.0
24/09/1997,944.47998,1687.410034,4104.899902
25/09/1997,937.909973,1678.890015,4135.100098
26/09/1997,945.219971,1682.23999,4116.5
29/09/1997,953.340027,1694.97998,4154.899902
30/09/1997,947.280029,1685.689941,4263.0
01/10/1997,955.409973,1690.300049,4266.200195
02/10/1997,960.460022,1702.410034,4326.399902
03/10/1997,965.030029,1715.869995,4311.100098
06/10/1997,972.690002,1721.910034,4267.399902
07/10/1997,983.119995,1737.27002,4179.899902
08/10/1997,973.840027,1741.77002,4164.600098
09/10/1997,970.619995,1745.849976,4225.299805
10/10/1997,966.97998,1739.030029,4215.200195
13/10/1997,968.099976,1742.119995,4168.600098
14/10/1997,970.280029,1732.790039,4149.899902
15/10/1997,965.719971,1723.369995,4049.199951
16/10/1997,955.25,1699.660034,4069.300049
17/10/1997,944.159973,1666.849976,4172.5
20/10/1997,955.609985,1685.449951,4124.899902
21/10/1997,972.280029,1712.540039,3976.399902
22/10/1997,968.48999,1708.079956,3981.399902
23/10/1997,950.690002,1671.25,3871.399902
24/10/1997,941.640015,1650.920044,3645.699951
27/10/1997,876.98999,1532.75,3806.699951
28/10/1997,921.849976,1603.02002,3748.899902
29/10/1997,919.159973,1602.75,3753.699951
30/10/1997,903.679993,1570.410034,3847.699951
31/10/1997,914.619995,1593.609985,3784.800049
03/11/1997,938.98999,1629.97998,3841.399902
04/11/1997,940.76001,1631.150024,3813.899902
05/11/1997,942.76001,1637.329956,3715.399902
06/11/1997,938.030029,1623.439941,3728.399902
07/11/1997,927.51001,1602.400024,3734.800049
10/11/1997,921.130005,1590.719971,3697.5
11/11/1997,923.780029,1584.859985,3701.899902
12/11/1997,905.960022,1541.709961,3676.699951
13/11/1997,916.659973,1559.25,3816.699951
14/11/1997,928.349976,1583.51001,3844.100098
17/11/1997,946.200012,1614.109985,3876.899902
18/11/1997,938.22998,1600.439941,3931.800049
19/11/1997,944.590027,1601.219971,3941.899902
20/11/1997,958.97998,1626.560059,3832.100098
21/11/1997,963.090027,1620.75,3850.100098
24/11/1997,946.669983,1586.98999,3926.899902
25/11/1997,950.820007,1589.040039,3962.0
26/11/1997,951.640015,1594.5,3972.100098
28/11/1997,955.400024,1600.550049,4125.899902
01/12/1997,974.77002,1630.719971,4096.399902
02/12/1997,971.679993,1606.369995,4074.600098
03/12/1997,976.77002,1615.130005,4159.700195
04/12/1997,973.099976,1613.420044,4191.799805
05/12/1997,983.789978,1633.900024,4208.100098
08/12/1997,982.369995,1651.540039,4187.100098
09/12/1997,975.780029,1620.550049,4117.27002
10/12/1997,969.789978,1596.609985,4016.699951
11/12/1997,954.940002,1558.540039,4061.899902
12/12/1997,953.390015,1536.579956,4029.100098
15/12/1997,963.390015,1536.560059,4150.299805
16/12/1997,968.039978,1553.0,4154.600098
17/12/1997,965.539978,1547.369995,4162.899902
18/12/1997,955.299988,1523.189941,4055.399902
19/12/1997,946.780029,1524.73999,4125.5
22/12/1997,953.700012,1532.060059,4132.799805
23/12/1997,939.130005,1509.910034,4266.0
24/12/1997,932.700012,1499.530029,4224.299805
26/12/1997,936.460022,1511.380005,4364.299805
29/12/1997,953.349976,1537.449951,4417.0
30/12/1997,970.840027,1565.030029,4360.100098
31/12/1997,970.429993,1570.349976,4340.0
02/01/1998,975.039978,1581.530029,4293.600098
05/01/1998,977.070007,1594.119995,4237.799805
06/01/1998,966.580017,1580.140015,4134.600098
07/01/1998,964.0,1561.699951,4150.100098
08/01/1998,956.049988,1555.540039,4145.399902
09/01/1998,927.690002,1503.219971,4140.200195
12/01/1998,939.210022,1507.579956,4216.200195
13/01/1998,952.119995,1541.630005,4290.100098
14/01/1998,957.940002,1548.76001,4310.799805
15/01/1998,950.72998,1547.060059,4250.5
16/01/1998,961.51001,1562.880005,4238.799805
20/01/1998,978.599976,1590.140015,4222.200195
21/01/1998,970.809998,1587.920044,4266.299805
22/01/1998,963.039978,1576.51001,4316.100098
23/01/1998,957.590027,1575.930054,4385.299805
26/01/1998,956.950012,1561.459961,4444.5
27/01/1998,969.02002,1578.900024,4442.5
28/01/1998,977.460022,1610.819946,4529.899902
29/01/1998,985.48999,1619.48999,4529.200195
30/01/1998,980.280029,1619.359985,4509.299805
02/02/1998,1001.27002,1652.890015,4494.700195
03/02/1998,1006.0,1666.339966,4536.899902
04/02/1998,1006.900024,1680.439941,4519.600098
05/02/1998,1003.539978,1676.900024,4558.600098
06/02/1998,1012.460022,1694.349976,4552.5
09/02/1998,1010.73999,1690.430054,4509.399902
10/02/1998,1019.01001,1709.040039,4522.399902
11/02/1998,1020.01001,1708.550049,4535.600098
12/02/1998,1024.140015,1714.339966,4627.399902
13/02/1998,1020.090027,1710.420044,4611.700195
17/02/1998,1022.76001,1703.430054,4581.100098
18/02/1998,1032.079956,1715.72998,4583.0
19/02/1998,1028.280029,1727.01001,4610.700195
20/02/1998,1034.209961,1728.130005,4604.600098
23/02/1998,1038.140015,1751.76001,4704.600098
24/02/1998,1030.560059,1738.709961,4695.799805
25/02/1998,1042.900024,1766.47998,4693.899902
26/02/1998,1048.670044,1777.109985,4781.600098
27/02/1998,1049.339966,1770.51001,4759.600098
02/03/1998,1047.699951,1758.540039,4690.5
03/03/1998,1052.02002,1757.140015,4676.399902
04/03/1998,1047.329956,1759.699951,4762.700195
05/03/1998,1035.050049,1711.920044,4828.899902
06/03/1998,1055.689941,1753.48999,4852.200195
09/03/1998,1052.310059,1725.160034,4862.399902
10/03/1998,1064.25,1748.51001,4838.700195
11/03/1998,1068.469971,1756.849976,4872.200195
12/03/1998,1069.920044,1764.060059,4905.600098
13/03/1998,1068.609985,1771.660034,4945.899902
16/03/1998,1079.27002,1788.180054,4908.600098
17/03/1998,1080.449951,1779.300049,4949.899902
18/03/1998,1085.52002,1788.280029,5045.200195
19/03/1998,1089.73999,1799.97998,5014.100098
20/03/1998,1099.160034,1789.160034,5064.399902
23/03/1998,1095.550049,1792.51001,5114.100098
24/03/1998,1105.650024,1812.439941,5029.0
25/03/1998,1101.930054,1824.51001,5066.899902
26/03/1998,1100.800049,1828.540039,5069.899902
27/03/1998,1095.439941,1823.619995,5097.299805
30/03/1998,1093.599976,1818.699951,5135.399902
31/03/1998,1101.75,1835.680054,5179.0
01/04/1998,1108.150024,1847.660034,5254.299805
02/04/1998,1120.01001,1852.959961,5345.899902
03/04/1998,1122.699951,1855.400024,5309.700195
06/04/1998,1121.380005,1829.140015,5267.399902
07/04/1998,1109.550049,1798.709961,5312.299805
08/04/1998,1101.650024,1807.01001,5368.0
09/04/1998,1110.670044,1820.23999,5359.200195
13/04/1998,1109.689941,1824.949951,5293.0
14/04/1998,1115.75,1843.030029,5326.600098
15/04/1998,1119.319946,1863.26001,5407.899902
16/04/1998,1108.170044,1858.23999,5373.799805
17/04/1998,1122.719971,1866.599976,5312.299805
20/04/1998,1123.650024,1887.140015,5262.600098
21/04/1998,1126.670044,1903.869995,5144.399902
22/04/1998,1130.540039,1917.609985,5002.700195
23/04/1998,1119.579956,1881.390015,5018.669922
24/04/1998,1107.900024,1868.959961,5108.47998
27/04/1998,1086.540039,1820.310059,5107.439941
28/04/1998,1085.109985,1831.77002,5314.660156
29/04/1998,1094.619995,1851.640015,5232.029785
30/04/1998,1111.75,1868.410034,5229.799805
01/05/1998,1121.0,1873.439941,5186.22998
04/05/1998,1122.069946,1878.859985,5257.580078
05/05/1998,1115.5,1864.910034,5341.689941
06/05/1998,1104.920044,1856.680054,5297.350098
07/05/1998,1095.140015,1835.140015,5376.879883
08/05/1998,1108.140015,1864.369995,5361.220215
11/05/1998,1106.640015,1848.069946,5393.140137
12/05/1998,1115.790039,1860.160034,5342.850098
13/05/1998,1118.859985,1866.180054,5388.899902
14/05/1998,1117.369995,1865.359985,5510.97998
15/05/1998,1108.72998,1846.77002,5564.209961
18/05/1998,1105.819946,1831.619995,5575.160156
19/05/1998,1109.52002,1845.869995,5644.290039
20/05/1998,1119.060059,1831.75,5490.640137
21/05/1998,1114.640015,1820.98999,5481.259766
22/05/1998,1110.469971,1805.0,5569.080078
26/05/1998,1094.02002,1778.089966,5582.779785
27/05/1998,1092.22998,1781.099976,5613.759766
28/05/1998,1097.599976,1794.619995,5592.47998
29/05/1998,1090.819946,1778.869995,5688.5
01/06/1998,1090.97998,1746.819946,5779.089844
02/06/1998,1093.219971,1761.790039,5760.029785
03/06/1998,1082.72998,1742.310059,5754.459961
04/06/1998,1094.829956,1769.949951,5670.830078
05/06/1998,1113.859985,1782.920044,5527.319824
08/06/1998,1115.719971,1787.77002,5591.569824
09/06/1998,1118.410034,1800.76001,5709.359863
10/06/1998,1112.280029,1773.25,5718.060059
11/06/1998,1094.579956,1749.75,5702.609863
12/06/1998,1098.839966,1745.050049,5654.75
15/06/1998,1077.01001,1715.75,5718.709961
16/06/1998,1087.589966,1753.119995,5779.910156
17/06/1998,1107.109985,1776.400024,5866.629883
18/06/1998,1106.369995,1772.699951,5870.419922
19/06/1998,1100.650024,1781.290039,5915.129883
22/06/1998,1103.209961,1805.819946,5897.439941
23/06/1998,1119.48999,1844.569946,5906.850098
24/06/1998,1132.880005,1877.76001,5904.100098
25/06/1998,1129.280029,1863.25,5953.160156
26/06/1998,1133.199951,1869.530029,5918.370117
29/06/1998,1138.48999,1891.079956,5960.97998
30/06/1998,1133.839966,1894.73999,6013.140137
01/07/1998,1148.560059,1914.459961,5996.77002
02/07/1998,1146.420044,1894.0,5982.419922
06/07/1998,1157.329956,1909.469971,6019.47998
07/07/1998,1154.660034,1908.109985,6095.279785
08/07/1998,1166.380005,1935.390015,6108.240234
09/07/1998,1158.560059,1939.819946,6094.02002
10/07/1998,1164.329956,1943.040039,6147.870117
13/07/1998,1165.189941,1965.530029,6171.430176
14/07/1998,1177.579956,1968.410034,6165.52002
15/07/1998,1174.810059,1994.540039,6110.72998
16/07/1998,1183.98999,2000.560059,6058.450195
17/07/1998,1186.75,2008.76001,6035.279785
20/07/1998,1184.099976,2014.25,5885.0
21/07/1998,1165.069946,1979.140015,5889.009766
22/07/1998,1164.079956,1969.75,5853.629883
23/07/1998,1139.75,1935.219971,5880.870117
24/07/1998,1140.800049,1930.98999,5873.919922
27/07/1998,1147.27002,1933.26001,5758.77002
28/07/1998,1130.23999,1896.530029,5756.200195
29/07/1998,1125.209961,1881.48999,5632.509766
30/07/1998,1142.949951,1919.579956,5517.640137
31/07/1998,1120.670044,1872.390015,5581.220215
03/08/1998,1112.439941,1851.099976,5476.25
04/08/1998,1072.119995,1785.640015,5268.399902
05/08/1998,1081.430054,1788.199951,5402.370117
06/08/1998,1089.630005,1829.51001,5356.22998
07/08/1998,1089.449951,1846.77002,5447.899902
10/08/1998,1083.140015,1839.209961,5456.580078
11/08/1998,1068.97998,1792.699951,5568.879883
12/08/1998,1084.219971,1825.530029,5596.410156
13/08/1998,1074.910034,1802.540039,5488.220215
14/08/1998,1062.75,1790.189941,5163.509766
17/08/1998,1083.670044,1818.040039,5234.879883
18/08/1998,1101.199951,1855.119995,5372.759766
19/08/1998,1098.060059,1842.689941,5231.609863
20/08/1998,1091.599976,1832.449951,5060.839844
21/08/1998,1081.23999,1797.609985,4993.540039
24/08/1998,1088.140015,1790.819946,4833.890137
25/08/1998,1092.849976,1798.170044,4791.810059
26/08/1998,1084.189941,1768.130005,4970.5
27/08/1998,1042.589966,1686.410034,4812.180176
28/08/1998,1027.140015,1639.680054,4820.25
31/08/1998,957.280029,1499.25,4923.370117
01/09/1998,994.26001,1575.089966,5103.839844
02/09/1998,990.47998,1592.849976,5040.870117
03/09/1998,982.26001,1571.859985,4747.330078
04/09/1998,973.890015,1566.52002,4737.149902
08/09/1998,1023.460022,1660.859985,4896.490234
09/09/1998,1006.200012,1624.550049,4831.220215
10/09/1998,980.190002,1585.329956,4857.970215
11/09/1998,1009.059998,1641.640015,4669.509766
14/09/1998,1029.719971,1665.689941,4598.580078
15/09/1998,1037.680054,1678.109985,4433.870117
16/09/1998,1045.47998,1689.910034,4575.149902
17/09/1998,1018.869995,1646.25,4699.390137
18/09/1998,1020.090027,1663.77002,4646.25
21/09/1998,1023.890015,1680.430054,4561.580078
22/09/1998,1029.630005,1697.800049,4653.939941
23/09/1998,1066.089966,1760.27002,4578.27002
24/09/1998,1042.719971,1720.339966,4474.509766
25/09/1998,1044.75,1743.589966,4226.490234
28/09/1998,1048.689941,1739.219971,3962.5
29/09/1998,1049.02002,1734.050049,4034.22998
30/09/1998,1017.01001,1693.839966,4156.640137
01/10/1998,986.390015,1612.329956,4087.830078
02/10/1998,1002.599976,1614.97998,3896.080078
05/10/1998,988.559998,1536.689941,3983.649902
06/10/1998,984.590027,1510.890015,4225.490234
07/10/1998,970.679993,1462.609985,4274.47998
08/10/1998,959.440002,1419.119995,4318.52002
09/10/1998,984.390015,1492.48999,4399.049805
12/10/1998,997.710022,1546.079956,4489.100098
13/10/1998,994.799988,1509.449951,4458.399902
14/10/1998,1005.530029,1540.969971,4595.819824
15/10/1998,1047.48999,1611.01001,4523.240234
16/10/1998,1056.420044,1620.949951,4454.279785
19/10/1998,1062.390015,1648.72998,4451.089844
20/10/1998,1063.930054,1639.189941,4577.740234
21/10/1998,1069.920044,1674.75,4682.450195
22/10/1998,1078.47998,1702.640015,4536.339844
23/10/1998,1070.670044,1693.859985,4549.330078
26/10/1998,1072.319946,1724.97998,4671.120117
27/10/1998,1065.339966,1717.630005,4761.149902
28/10/1998,1068.089966,1737.349976,4705.080078
29/10/1998,1085.930054,1757.189941,4841.720215
30/10/1998,1098.670044,1771.390015,4811.600098
02/11/1998,1111.599976,1800.910034,4836.220215
03/11/1998,1110.839966,1788.430054,4768.580078
04/11/1998,1118.670044,1823.569946,4662.779785
05/11/1998,1133.849976,1837.099976,4717.700195
06/11/1998,1141.01001,1856.560059,4639.890137
09/11/1998,1130.199951,1861.050049,4639.649902
10/11/1998,1128.26001,1865.619995,4783.77002
11/11/1998,1120.969971,1862.109985,4702.629883
12/11/1998,1117.689941,1851.060059,4698.720215
13/11/1998,1125.719971,1847.98999,4795.689941
16/11/1998,1135.869995,1861.680054,4911.879883
17/11/1998,1139.319946,1878.52002,5019.120117
18/11/1998,1144.47998,1897.439941,4958.819824
19/11/1998,1152.609985,1919.680054,4944.370117
20/11/1998,1163.550049,1928.209961,5051.629883
23/11/1998,1188.209961,1977.420044,5121.47998
24/11/1998,1182.98999,1965.880005,5022.700195
25/11/1998,1186.869995,1985.209961,4781.72998
27/11/1998,1192.329956,2016.439941,4691.689941
30/11/1998,1163.630005,1949.540039,4787.080078
01/12/1998,1175.280029,2003.75,4775.22998
02/12/1998,1171.25,1995.209961,4713.959961
03/12/1998,1150.140015,1954.329956,4699.339844
04/12/1998,1176.73999,2003.160034,4663.680176
07/12/1998,1187.699951,2040.640015,4642.689941
08/12/1998,1181.380005,2034.75,4536.200195
09/12/1998,1183.48999,2050.419922,4522.859863
10/12/1998,1165.02002,2015.959961,4574.5
11/12/1998,1166.459961,2029.310059,4663.450195
14/12/1998,1141.199951,1966.920044,4723.810059
15/12/1998,1162.829956,2012.599976,4629.22998
16/12/1998,1161.939941,2009.359985,4780.930176
17/12/1998,1179.97998,2043.880005,4825.379883
18/12/1998,1188.030029,2086.139893,4951.77002
21/12/1998,1202.839966,2138.030029,5044.77002
22/12/1998,1203.569946,2120.97998,5031.870117
23/12/1998,1228.540039,2172.540039,5002.390137
24/12/1998,1226.27002,2163.040039,5252.359863
28/12/1998,1225.48999,2180.300049,5253.910156
29/12/1998,1241.810059,2181.77002,5443.620117
30/12/1998,1231.930054,2166.949951,5323.209961
31/12/1998,1229.22998,2192.689941,5392.839844
04/01/1999,1228.099976,2208.050049,5270.600098
05/01/1999,1244.780029,2251.27002,5200.100098
06/01/1999,1272.339966,2320.860107,4931.799805
07/01/1999,1269.72998,2326.090088,4912.75
08/01/1999,1275.089966,2344.409912,4960.220215
11/01/1999,1263.880005,2384.590088,5050.399902
12/01/1999,1239.51001,2320.75,5073.149902
13/01/1999,1234.400024,2316.810059,5143.060059
14/01/1999,1212.189941,2276.820068,5156.669922
15/01/1999,1243.26001,2348.199951,5019.279785
19/01/1999,1252.0,2408.169922,4982.450195
20/01/1999,1256.619995,2415.48999,4986.799805
21/01/1999,1235.160034,2344.719971,5061.180176
22/01/1999,1225.189941,2338.879883,5096.410156
25/01/1999,1233.97998,2369.310059,5159.959961
26/01/1999,1252.310059,2433.409912,5190.819824
27/01/1999,1243.170044,2407.139893,5166.870117
28/01/1999,1265.369995,2477.340088,5085.660156
29/01/1999,1279.640015,2505.889893,5077.850098
01/02/1999,1273.0,2510.090088,5080.77002
02/02/1999,1261.98999,2463.419922,5027.220215
03/02/1999,1272.069946,2493.409912,4904.350098
04/02/1999,1248.48999,2410.070068,4796.819824
05/02/1999,1239.400024,2373.620117,4839.330078
08/02/1999,1243.77002,2404.919922,4888.740234
09/02/1999,1216.140015,2310.790039,4879.549805
10/02/1999,1223.550049,2309.5,4904.680176
11/02/1999,1254.040039,2405.550049,4810.089844
12/02/1999,1230.130005,2321.889893,4845.080078
16/02/1999,1241.869995,2313.870117,4802.379883
17/02/1999,1224.030029,2248.909912,4845.180176
18/02/1999,1237.280029,2260.550049,4987.560059
19/02/1999,1239.219971,2283.600098,5062.310059
22/02/1999,1272.140015,2342.01001,4958.580078
23/02/1999,1271.180054,2376.350098,4911.810059
24/02/1999,1253.410034,2339.379883,4784.310059
25/02/1999,1245.02002,2326.820068,4804.02002
26/02/1999,1238.329956,2288.030029,4697.669922
01/03/1999,1236.160034,2295.179932,4678.720215
02/03/1999,1225.5,2259.030029,4839.089844
03/03/1999,1227.699951,2265.199951,4788.689941
04/03/1999,1246.640015,2292.889893,4758.459961
05/03/1999,1275.469971,2337.110107,4721.410156
08/03/1999,1282.72998,2397.620117,4754.410156
09/03/1999,1279.839966,2392.939941,5008.160156
10/03/1999,1286.839966,2406.0,5029.240234
11/03/1999,1297.680054,2412.25,5094.629883
12/03/1999,1294.589966,2381.530029,5077.430176
15/03/1999,1307.26001,2431.439941,5013.620117
16/03/1999,1306.380005,2439.27002,5099.47998
17/03/1999,1297.819946,2428.969971,5027.060059
18/03/1999,1316.550049,2462.959961,4915.029785
19/03/1999,1299.290039,2421.27002,4780.129883
22/03/1999,1297.01001,2395.939941,4860.259766
23/03/1999,1262.140015,2322.840088,4775.169922
24/03/1999,1268.589966,2365.280029,4876.919922
25/03/1999,1289.98999,2434.800049,4856.839844
26/03/1999,1282.800049,2419.169922,4884.200195
29/03/1999,1310.170044,2492.840088,4914.589844
30/03/1999,1300.75,2480.290039,4965.290039
31/03/1999,1286.369995,2461.399902,5052.27002
01/04/1999,1293.719971,2493.370117,5068.75
05/04/1999,1321.119995,2560.060059,5124.180176
06/04/1999,1317.890015,2563.169922,5159.160156
07/04/1999,1326.890015,2544.429932,5199.180176
08/04/1999,1343.97998,2573.389893,5182.160156
09/04/1999,1348.349976,2593.050049,5181.009766
12/04/1999,1358.630005,2598.810059,5155.350098
13/04/1999,1349.819946,2583.5,5220.149902
