Date,^DJI,^GSPC,^IXIC
2000-07-07,10635.980469,1478.900024,4023.199951
2000-07-10,10646.580078,1475.619995,3980.290039
2000-07-11,10727.19043,1480.880005,3956.419922
2000-07-12,10783.759766,1492.920044,4099.589844
2000-07-13,10788.709961,1495.839966,4174.859863
2000-07-14,10812.75,1509.97998,4246.180176
2000-07-17,10804.269531,1510.48999,4274.669922
2000-07-18,10739.919922,1493.73999,4177.169922
2000-07-19,10696.080078,1481.959961,4055.629883
2000-07-20,10843.870117,1495.569946,4184.560059
2000-07-21,10733.55957,1480.189941,4094.449951
2000-07-24,10685.120117,1464.290039,3981.570068
2000-07-25,10699.969727,1474.469971,4029.570068
2000-07-26,10516.480469,1452.420044,3987.719971
2000-07-27,10586.129883,1449.619995,3842.22998
2000-07-28,10511.169922,1419.890015,3663.0
2000-07-31,10521.980469,1430.829956,3766.98999
2000-08-01,10606.950195,1438.099976,3685.52002
2000-08-02,10687.530273,1438.699951,3658.459961
2000-08-03,10706.580078,1452.560059,3759.879883
2000-08-04,10767.75,1462.930054,3787.360107
2000-08-07,10867.009766,1479.319946,3862.98999
2000-08-08,10976.889648,1482.800049,3848.550049
2000-08-09,10905.830078,1472.869995,3853.5
2000-08-10,10908.759766,1460.25,3759.98999
2000-08-11,11027.799805,1471.839966,3789.469971
2000-08-14,11176.139648,1491.560059,3849.689941
2000-08-15,11067.0,1484.430054,3851.659912
2000-08-16,11008.389648,1479.849976,3861.199951
2000-08-17,11055.639648,1496.069946,3940.870117
2000-08-18,11046.480469,1491.719971,3930.340088
2000-08-21,11079.80957,1499.47998,3953.149902
2000-08-22,11139.150391,1498.130005,3958.209961
2000-08-23,11144.650391,1505.969971,4011.01001
2000-08-24,11182.740234,1508.310059,4053.280029
2000-08-25,11192.629883,1506.449951,4042.679932
2000-08-28,11252.839844,1514.089966,4070.590088
2000-08-29,11215.099609,1509.839966,4082.169922
2000-08-30,11103.009766,1502.589966,4103.810059
2000-08-31,11215.099609,1517.680054,4206.350098
2000-09-01,11238.780273,1520.77002,4234.330078
2000-09-05,11260.610352,1507.079956,4143.180176
2000-09-06,11310.639648,1492.25,4013.340088
2000-09-07,11259.870117,1502.51001,4098.350098
2000-09-08,11220.650391,1494.5,3978.409912
2000-09-11,11195.490234,1489.26001,3896.350098
2000-09-12,11233.230469,1481.98999,3849.51001
2000-09-13,11182.179688,1484.910034,3893.889893
2000-09-14,11087.469727,1480.869995,3913.860107
2000-09-15,10927.0,1465.810059,3835.22998
2000-09-18,10808.519531,1444.51001,3726.52002
2000-09-19,10789.290039,1459.900024,3865.639893
2000-09-20,10687.919922,1451.339966,3897.439941
2000-09-21,10765.519531,1449.050049,3828.870117
2000-09-22,10847.370117,1448.719971,3803.76001
2000-09-25,10808.150391,1439.030029,3741.219971
2000-09-26,10631.320313,1427.209961,3689.100098
2000-09-27,10628.360352,1426.569946,3656.300049
2000-09-28,10824.05957,1458.290039,3778.320068
2000-09-29,10650.919922,1436.51001,3672.820068
2000-10-02,10700.129883,1436.22998,3568.899902
2000-10-03,10719.740234,1426.459961,3455.830078
2000-10-04,10784.480469,1434.319946,3523.100098
2000-10-05,10724.919922,1436.280029,3472.100098
2000-10-06,10596.540039,1408.98999,3361.01001
2000-10-09,10568.429688,1402.030029,3355.560059
2000-10-10,10524.400391,1387.02002,3240.540039
2000-10-11,10413.790039,1364.589966,3168.48999
2000-10-12,10034.580078,1329.780029,3074.679932
2000-10-13,10192.179688,1374.170044,3316.77002
2000-10-16,10238.799805,1374.619995,3290.280029
2000-10-17,10089.709961,1349.969971,3213.959961
2000-10-18,9975.019531,1342.130005,3171.560059
2000-10-19,10142.980469,1388.76001,3418.600098
2000-10-20,10226.589844,1396.930054,3483.139893
2000-10-23,10271.719727,1395.780029,3468.689941
2000-10-24,10393.070313,1398.130005,3419.790039
2000-10-25,10326.480469,1364.900024,3229.570068
2000-10-26,10380.120117,1364.439941,3272.179932
2000-10-27,10590.620117,1379.579956,3278.360107
2000-10-30,10835.769531,1398.660034,3191.399902
2000-10-31,10971.139648,1429.400024,3369.629883
2000-11-01,10899.469727,1421.219971,3333.389893
2000-11-02,10880.509766,1428.319946,3429.02002
2000-11-03,10817.950195,1426.689941,3451.580078
2000-11-06,10977.209961,1432.189941,3416.209961
2000-11-07,10952.179688,1431.869995,3415.790039
2000-11-08,10907.05957,1409.280029,3231.699951
2000-11-09,10834.25,1400.140015,3200.350098
2000-11-10,10602.950195,1365.97998,3028.98999
2000-11-13,10517.25,1351.26001,2966.719971
2000-11-14,10681.05957,1382.949951,3138.27002
2000-11-15,10707.599609,1389.810059,3165.48999
2000-11-16,10656.030273,1372.319946,3031.879883
2000-11-17,10629.870117,1367.719971,3027.189941
2000-11-20,10462.650391,1342.619995,2875.639893
2000-11-21,10494.5,1347.349976,2871.449951
2000-11-22,10399.320313,1322.359985,2755.340088
2000-11-24,10470.230469,1341.77002,2904.379883
2000-11-27,10546.070313,1348.969971,2880.48999
2000-11-28,10507.580078,1336.089966,2734.97998
2000-11-29,10629.110352,1341.930054,2706.929932
2000-11-30,10414.490234,1314.949951,2597.929932
2000-12-01,10373.540039,1315.22998,2645.290039
2000-12-04,10560.950195,1324.969971,2615.75
2000-12-05,10898.719727,1376.540039,2889.800049
2000-12-06,10664.379883,1351.459961,2796.5
2000-12-07,10617.360352,1343.550049,2752.659912
2000-12-08,10712.910156,1369.890015,2917.429932
2000-12-11,10725.799805,1380.199951,3015.100098
2000-12-12,10768.269531,1371.180054,2931.77002
2000-12-13,10794.44043,1359.98999,2822.77002
2000-12-14,10674.990234,1340.930054,2728.51001
2000-12-15,10434.959961,1312.150024,2653.27002
2000-12-18,10645.419922,1322.73999,2624.52002
2000-12-19,10584.370117,1305.599976,2511.709961
2000-12-20,10318.929688,1264.73999,2332.780029
2000-12-21,10487.290039,1274.859985,2340.120117
2000-12-22,10635.55957,1305.949951,2517.02002
2000-12-26,10692.44043,1315.189941,2493.52002
2000-12-27,10803.160156,1328.920044,2539.350098
2000-12-28,10868.759766,1334.219971,2557.76001
2000-12-29,10787.990234,1320.280029,2470.52002
2001-01-02,10646.150391,1283.27002,2291.860107
2001-01-03,10945.75,1347.560059,2616.689941
2001-01-04,10912.410156,1333.339966,2566.830078
2001-01-05,10662.009766,1298.349976,2407.649902
2001-01-08,10621.349609,1295.859985,2395.919922
2001-01-09,10572.549805,1300.800049,2441.300049
2001-01-10,10604.269531,1313.27002,2524.179932
2001-01-11,10609.549805,1326.819946,2640.570068
2001-01-12,10525.379883,1318.550049,2626.5
2001-01-16,10652.660156,1326.650024,2618.550049
2001-01-17,10584.339844,1329.469971,2682.780029
2001-01-18,10678.280273,1347.969971,2768.48999
2001-01-19,10587.589844,1342.540039,2770.379883
2001-01-22,10578.240234,1342.900024,2757.909912
2001-01-23,10649.80957,1360.400024,2840.389893
2001-01-24,10646.969727,1364.300049,2859.149902
2001-01-25,10729.519531,1357.51001,2754.280029
2001-01-26,10659.980469,1354.949951,2781.300049
2001-01-29,10702.19043,1364.170044,2838.340088
2001-01-30,10881.200195,1373.72998,2838.350098
2001-01-31,10887.360352,1366.01001,2772.72998
2001-02-01,10983.629883,1373.469971,2782.790039
2001-02-02,10864.099609,1349.469971,2660.5
2001-02-05,10965.849609,1354.310059,2643.209961
2001-02-06,10957.419922,1352.26001,2664.48999
2001-02-07,10946.719727,1340.890015,2607.820068
2001-02-08,10880.549805,1332.530029,2562.060059
2001-02-09,10781.450195,1314.76001,2470.969971
2001-02-12,10946.769531,1330.310059,2489.659912
2001-02-13,10903.320313,1318.800049,2427.719971
2001-02-14,10795.410156,1315.920044,2491.399902
2001-02-15,10891.019531,1326.609985,2552.909912
2001-02-16,10799.820313,1301.530029,2425.379883
2001-02-20,10730.879883,1278.939941,2318.350098
2001-02-21,10526.580078,1255.27002,2268.939941
2001-02-22,10526.80957,1252.819946,2244.959961
2001-02-23,10441.900391,1245.859985,2262.51001
2001-02-26,10642.530273,1267.650024,2308.5
2001-02-27,10636.879883,1257.939941,2207.820068
2001-02-28,10495.280273,1239.939941,2151.830078
2001-03-01,10450.139648,1241.22998,2183.370117
2001-03-02,10466.30957,1234.180054,2117.629883
2001-03-05,10562.299805,1241.410034,2142.919922
2001-03-06,10591.219727,1253.800049,2204.429932
2001-03-07,10729.599609,1261.890015,2223.919922
2001-03-08,10858.25,1264.73999,2168.72998
2001-03-09,10644.620117,1233.420044,2052.780029
2001-03-12,10208.25,1180.160034,1923.380005
2001-03-13,10290.799805,1197.660034,2014.780029
2001-03-14,9973.459961,1166.709961,1972.089966
2001-03-15,10031.280273,1173.560059,1940.709961
2001-03-16,9823.410156,1150.530029,1890.910034
2001-03-19,9959.110352,1170.810059,1951.180054
2001-03-20,9720.759766,1142.619995,1857.439941
2001-03-21,9487.0,1122.140015,1830.22998
2001-03-22,9389.480469,1117.579956,1897.699951
2001-03-23,9504.780273,1139.829956,1928.680054
2001-03-26,9687.530273,1152.689941,1918.48999
2001-03-27,9947.540039,1182.170044,1972.22998
2001-03-28,9785.349609,1153.290039,1854.130005
2001-03-29,9799.05957,1147.949951,1820.569946
2001-03-30,9878.780273,1160.329956,1840.26001
2001-04-02,9777.929688,1145.869995,1782.969971
2001-04-03,9485.709961,1106.459961,1673.0
2001-04-04,9515.419922,1103.25,1638.800049
2001-04-05,9918.049805,1151.439941,1785.0
2001-04-06,9791.089844,1128.430054,1720.359985
2001-04-09,9845.150391,1137.589966,1745.709961
2001-04-10,10102.740234,1168.380005,1852.030029
2001-04-11,10013.469727,1165.890015,1898.949951
2001-04-12,10126.94043,1183.5,1961.430054
2001-04-16,10158.55957,1179.680054,1909.569946
2001-04-17,10216.730469,1191.810059,1923.219971
2001-04-18,10615.830078,1238.160034,2079.439941
2001-04-19,10693.709961,1253.689941,2182.139893
2001-04-20,10579.849609,1242.97998,2163.409912
2001-04-23,10532.230469,1224.359985,2059.320068
2001-04-24,10454.339844,1209.469971,2016.609985
2001-04-25,10625.200195,1228.75,2059.800049
2001-04-26,10692.349609,1234.52002,2034.880005
2001-04-27,10810.049805,1253.050049,2075.679932
2001-04-30,10734.969727,1249.459961,2116.23999
2001-05-01,10898.339844,1266.439941,2168.23999
2001-05-02,10876.679688,1267.430054,2220.600098
2001-05-03,10796.650391,1248.579956,2146.199951
2001-05-04,10951.240234,1266.609985,2191.530029
2001-05-07,10935.169922,1263.51001,2173.570068
2001-05-08,10883.509766,1261.199951,2198.77002
2001-05-09,10866.980469,1255.540039,2156.629883
2001-05-10,10910.44043,1255.180054,2128.860107
2001-05-11,10821.30957,1245.670044,2107.429932
2001-05-14,10877.330078,1248.920044,2081.919922
2001-05-15,10872.969727,1249.439941,2085.580078
2001-05-16,11215.919922,1284.98999,2166.439941
2001-05-17,11248.580078,1288.48999,2193.679932
2001-05-18,11301.740234,1291.959961,2198.879883
2001-05-21,11337.919922,1312.829956,2305.590088
2001-05-22,11257.240234,1309.380005,2313.850098
2001-05-23,11105.509766,1289.050049,2243.47998
2001-05-24,11122.419922,1293.170044,2282.02002
2001-05-25,11005.370117,1277.890015,2251.030029
2001-05-29,11039.139648,1267.930054,2175.540039
2001-05-30,10872.639648,1248.079956,2084.5
2001-05-31,10911.94043,1255.819946,2110.48999
2001-06-01,10990.410156,1260.670044,2149.439941
2001-06-04,11061.519531,1267.109985,2155.929932
2001-06-05,11175.839844,1283.569946,2233.659912
2001-06-06,11070.240234,1270.030029,2217.72998
2001-06-07,11090.740234,1276.959961,2264.0
2001-06-08,10977.0,1264.959961,2215.100098
2001-06-11,10922.089844,1254.390015,2170.780029
2001-06-12,10948.379883,1255.849976,2169.949951
2001-06-13,10871.620117,1241.599976,2121.659912
2001-06-14,10690.129883,1219.869995,2044.069946
2001-06-15,10623.639648,1214.359985,2028.430054
2001-06-18,10645.379883,1208.430054,1988.630005
2001-06-19,10596.669922,1212.579956,1992.660034
2001-06-20,10647.330078,1223.140015,2031.23999
2001-06-21,10715.429688,1237.040039,2058.76001
2001-06-22,10604.589844,1225.349976,2034.839966
2001-06-25,10504.219727,1218.599976,2050.870117
2001-06-26,10472.480469,1216.76001,2064.620117
2001-06-27,10434.839844,1211.069946,2074.73999
2001-06-28,10566.209961,1226.199951,2125.459961
2001-06-29,10502.400391,1224.380005,2160.540039
2001-07-02,10593.719727,1236.719971,2148.719971
2001-07-03,10571.110352,1234.449951,2140.800049
2001-07-05,10479.860352,1219.23999,2080.110107
2001-07-06,10252.679688,1190.589966,2004.160034
2001-07-09,10299.400391,1198.780029,2026.709961
2001-07-10,10175.639648,1181.52002,1962.790039
2001-07-11,10241.019531,1180.180054,1972.040039
2001-07-12,10478.990234,1208.140015,2075.73999
2001-07-13,10539.05957,1215.680054,2084.790039
2001-07-16,10472.120117,1202.449951,2029.119995
2001-07-17,10606.389648,1214.439941,2067.320068
2001-07-18,10569.830078,1207.709961,2016.170044
2001-07-19,10610.0,1215.02002,2046.589966
2001-07-20,10576.650391,1210.849976,2029.369995
2001-07-23,10424.419922,1191.030029,1988.560059
2001-07-24,10241.120117,1171.650024,1959.23999
2001-07-25,10405.669922,1190.48999,1984.319946
2001-07-26,10455.629883,1202.930054,2022.959961
2001-07-27,10416.669922,1205.819946,2029.069946
2001-07-30,10401.719727,1204.52002,2017.839966
2001-07-31,10522.80957,1211.22998,2027.130005
2001-08-01,10510.009766,1215.930054,2068.379883
2001-08-02,10551.179688,1220.75,2087.379883
2001-08-03,10512.780273,1214.349976,2066.330078
2001-08-06,10401.30957,1200.47998,2034.26001
2001-08-07,10458.740234,1204.400024,2027.790039
2001-08-08,10293.5,1183.530029,1966.359985
2001-08-09,10298.55957,1183.430054,1963.319946
2001-08-10,10416.25,1190.160034,1956.469971
2001-08-13,10415.910156,1191.290039,1982.25
2001-08-14,10412.169922,1186.72998,1964.530029
2001-08-15,10345.950195,1178.02002,1918.890015
2001-08-16,10392.519531,1181.660034,1930.319946
2001-08-17,10240.780273,1161.969971,1867.01001
2001-08-20,10320.070313,1171.410034,1881.349976
2001-08-21,10174.139648,1157.26001,1831.300049
2001-08-22,10276.900391,1165.310059,1860.01001
2001-08-23,10229.150391,1162.089966,1842.969971
2001-08-24,10423.169922,1184.930054,1916.800049
2001-08-27,10382.349609,1179.209961,1912.410034
2001-08-28,10222.030273,1161.51001,1864.97998
2001-08-29,10090.900391,1148.560059,1843.170044
2001-08-30,9919.580078,1129.030029,1791.680054
2001-08-31,9949.75,1133.579956,1805.430054
2001-09-04,9997.490234,1132.939941,1770.780029
2001-09-05,10033.269531,1131.73999,1759.01001
2001-09-06,9840.839844,1106.400024,1705.640015
2001-09-07,9605.849609,1085.780029,1687.699951
2001-09-10,9605.509766,1092.540039,1695.380005
2001-09-17,8920.700195,1038.77002,1579.550049
2001-09-18,8903.400391,1032.73999,1555.079956
2001-09-19,8759.129883,1016.099976,1527.800049
2001-09-20,8376.209961,984.539978,1470.930054
2001-09-21,8235.80957,965.799988,1423.189941
2001-09-24,8603.860352,1003.450012,1499.400024
2001-09-25,8659.969727,1012.27002,1501.640015
2001-09-26,8567.389648,1007.039978,1464.040039
2001-09-27,8681.419922,1018.609985,1460.709961
2001-09-28,8847.55957,1040.939941,1498.800049
2001-10-01,8836.830078,1038.550049,1480.459961
2001-10-02,8950.589844,1051.329956,1492.329956
2001-10-03,9123.780273,1072.280029,1580.810059
2001-10-04,9060.879883,1069.630005,1597.310059
2001-10-05,9119.769531,1071.380005,1605.300049
2001-10-08,9067.94043,1062.439941,1605.949951
2001-10-09,9052.44043,1056.75,1570.189941
2001-10-10,9240.860352,1080.98999,1626.26001
2001-10-11,9410.450195,1097.430054,1701.469971
2001-10-12,9344.160156,1091.650024,1703.400024
2001-10-15,9347.620117,1089.97998,1696.310059
2001-10-16,9384.230469,1097.540039,1722.069946
2001-10-17,9232.969727,1077.089966,1646.339966
2001-10-18,9163.219727,1068.609985,1652.719971
2001-10-19,9204.110352,1073.47998,1671.310059
2001-10-22,9377.030273,1089.900024,1708.079956
2001-10-23,9340.080078,1084.780029,1704.439941
2001-10-24,9345.620117,1085.199951,1731.540039
2001-10-25,9462.900391,1100.089966,1775.469971
2001-10-26,9545.169922,1104.609985,1768.959961
2001-10-29,9269.5,1078.300049,1699.52002
2001-10-30,9121.980469,1059.790039,1667.410034
2001-10-31,9075.139648,1059.780029,1690.199951
2001-11-01,9263.900391,1084.099976,1746.300049
2001-11-02,9323.540039,1087.199951,1745.72998
2001-11-05,9441.030273,1102.839966,1793.650024
2001-11-06,9591.120117,1118.859985,1835.079956
2001-11-07,9554.370117,1115.800049,1837.530029
2001-11-08,9587.519531,1118.540039,1827.77002
2001-11-09,9608.0,1120.310059,1828.47998
2001-11-12,9554.370117,1118.329956,1840.130005
2001-11-13,9750.950195,1139.089966,1892.109985
2001-11-14,9823.610352,1141.209961,1903.189941
2001-11-15,9872.389648,1142.23999,1900.569946
2001-11-16,9866.990234,1138.650024,1898.579956
2001-11-19,9976.459961,1151.060059,1934.420044
2001-11-20,9901.379883,1142.660034,1880.51001
2001-11-21,9834.679688,1137.030029,1875.050049
2001-11-23,9959.709961,1150.339966,1903.199951
2001-11-26,9982.75,1157.420044,1941.22998
2001-11-27,9872.599609,1149.5,1935.969971
2001-11-28,9711.860352,1128.52002,1887.969971
2001-11-29,9829.419922,1140.199951,1933.26001
2001-11-30,9851.55957,1139.449951,1930.579956
2001-12-03,9763.959961,1129.900024,1904.900024
2001-12-04,9893.839844,1144.800049,1963.099976
2001-12-05,10114.290039,1170.349976,2046.839966
2001-12-06,10099.139648,1167.099976,2054.27002
2001-12-07,10049.459961,1158.310059,2021.26001
2001-12-10,9921.450195,1139.930054,1992.119995
2001-12-11,9888.370117,1136.76001,2001.930054
2001-12-12,9894.80957,1137.069946,2011.380005
2001-12-13,9766.450195,1119.380005,1946.51001
2001-12-14,9811.150391,1123.089966,1953.170044
2001-12-17,9891.969727,1134.359985,1987.449951
2001-12-18,9998.389648,1142.920044,2004.76001
2001-12-19,10070.490234,1149.560059,1982.890015
2001-12-20,9985.179688,1139.930054,1918.540039
2001-12-21,10035.339844,1144.890015,1945.829956
2001-12-24,10035.339844,1144.650024,1944.47998
2001-12-26,10088.139648,1149.369995,1960.699951
2001-12-27,10131.30957,1157.130005,1976.420044
2001-12-28,10136.990234,1161.02002,1987.26001
2001-12-31,10021.570313,1148.079956,1950.400024
2002-01-02,10073.400391,1154.670044,1979.25
2002-01-03,10172.139648,1165.27002,2044.27002
2002-01-04,10259.740234,1172.51001,2059.379883
2002-01-07,10197.049805,1164.890015,2037.099976
2002-01-08,10150.549805,1160.709961,2055.73999
2002-01-09,10094.089844,1155.140015,2044.890015
2002-01-10,10067.860352,1156.550049,2047.23999
2002-01-11,9987.530273,1145.599976,2022.459961
2002-01-14,9891.419922,1138.410034,1990.73999
2002-01-15,9924.150391,1146.189941,2000.910034
2002-01-16,9712.269531,1127.569946,1944.439941
2002-01-17,9850.040039,1138.880005,1985.819946
2002-01-18,9771.849609,1127.579956,1930.339966
2002-01-22,9713.799805,1119.310059,1882.530029
2002-01-23,9730.959961,1128.180054,1922.380005
2002-01-24,9796.070313,1132.150024,1942.579956
2002-01-25,9840.080078,1133.280029,1937.699951
2002-01-28,9865.75,1133.060059,1943.910034
2002-01-29,9618.240234,1100.640015,1892.98999
2002-01-30,9762.860352,1113.569946,1913.439941
2002-01-31,9920.0,1130.199951,1934.030029
2002-02-01,9907.259766,1122.199951,1911.23999
2002-02-04,9687.089844,1094.439941,1855.530029
2002-02-05,9685.429688,1090.02002,1838.52002
2002-02-06,9653.389648,1083.51001,1812.709961
2002-02-07,9625.44043,1080.170044,1782.109985
2002-02-08,9744.240234,1096.219971,1818.880005
2002-02-11,9884.780273,1111.939941,1846.660034
2002-02-12,9863.740234,1107.5,1834.209961
2002-02-13,9989.669922,1118.51001,1859.160034
2002-02-14,10001.990234,1116.47998,1843.369995
2002-02-15,9903.040039,1104.180054,1805.199951
2002-02-19,9745.139648,1083.339966,1750.609985
2002-02-20,9941.169922,1097.97998,1775.569946
2002-02-21,9834.679688,1080.949951,1716.23999
2002-02-22,9968.150391,1089.839966,1724.540039
2002-02-25,10145.709961,1109.430054,1769.880005
2002-02-26,10115.259766,1109.380005,1766.859985
2002-02-27,10127.580078,1109.890015,1751.880005
2002-02-28,10106.129883,1106.72998,1731.48999
2002-03-01,10368.860352,1131.780029,1802.73999
2002-03-04,10586.820313,1153.839966,1859.319946
2002-03-05,10433.410156,1146.140015,1866.290039
2002-03-06,10574.290039,1162.77002,1890.400024
2002-03-07,10525.370117,1157.540039,1881.630005
2002-03-08,10572.490234,1164.310059,1929.670044
2002-03-11,10611.240234,1168.26001,1929.48999
2002-03-12,10632.349609,1165.579956,1897.119995
2002-03-13,10501.849609,1154.089966,1862.030029
2002-03-14,10517.139648,1153.040039,1854.140015
2002-03-15,10607.230469,1166.160034,1868.300049
2002-03-18,10577.75,1165.550049,1877.060059
2002-03-19,10635.25,1170.290039,1880.869995
2002-03-20,10501.570313,1151.849976,1832.869995
2002-03-21,10479.839844,1153.589966,1868.829956
2002-03-22,10427.669922,1148.699951,1851.390015
2002-03-25,10281.669922,1131.869995,1812.48999
2002-03-26,10353.360352,1138.48999,1824.170044
2002-03-27,10426.910156,1144.579956,1826.75
